Sequence Number,[Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_STBD_MAG_4 Range to Node,SF_STBD_MAG_4 Easting,SF_STBD_MAG_4 Northing,Magnetic Field 30014_MAG_SFSTBD_4_883807 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30018_MAG_SFSTBD_8_883431 [nT] Value,Value Value,Value Comment,Value Comment,10003_MRU_SF_STBD Pitch,10003_MRU_SF_STBD Roll
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:16.97,668075.24,5981984.47,325.36,3.02,243.72,668225.30,5981738.64,50038.28,1589.00,32.82,2.18,50041.56,1328.00,883807,883431,0.58,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.01,668075.17,5981984.57,325.36,3.02,243.72,668225.23,5981738.75,50038.12,1589.00,32.82,2.18,50041.56,1328.00,883807,883431,0.58,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.05,668075.09,5981984.67,325.36,3.02,243.72,668225.17,5981738.85,50038.15,1587.00,32.88,2.20,50041.46,1328.00,883807,883431,0.58,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.09,668075.02,5981984.77,325.36,3.02,243.73,668225.10,5981738.96,50038.06,1589.00,32.88,2.20,50041.46,1328.00,883807,883431,0.58,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.17,668074.89,5981984.97,325.36,3.02,243.73,668224.98,5981739.16,50037.96,1589.00,32.88,2.16,50041.27,1326.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.21,668074.81,5981985.08,325.36,3.02,243.73,668224.91,5981739.27,50037.83,1589.00,32.88,2.16,50041.27,1326.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.25,668074.75,5981985.18,325.36,3.02,243.73,668224.85,5981739.37,50037.78,1587.00,32.88,2.17,50041.10,1328.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.29,668074.68,5981985.28,325.36,3.02,243.73,668224.78,5981739.47,50037.69,1589.00,32.88,2.17,50041.09,1328.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.38,668074.50,5981985.49,325.36,3.02,243.46,668223.72,5981739.49,50037.69,1589.00,32.88,2.20,50040.86,1326.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.42,668074.43,5981985.59,325.36,3.02,243.46,668223.63,5981739.58,50037.51,1589.00,32.88,2.20,50040.86,1326.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.46,668074.36,5981985.69,325.36,3.02,243.46,668223.57,5981739.68,50037.42,1589.00,32.88,2.17,50040.86,1326.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.50,668074.29,5981985.80,325.36,3.02,243.46,668223.50,5981739.79,50037.29,1589.00,32.88,2.17,50040.69,1328.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.54,668074.21,5981985.91,325.36,3.02,243.46,668223.43,5981739.91,50037.29,1587.00,32.88,2.16,50040.64,1326.00,883807,883431,-0.50,0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.62,668074.08,5981986.10,325.36,3.02,243.46,668223.29,5981740.09,50037.20,1589.00,32.88,2.16,50040.61,1328.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.66,668074.01,5981986.20,325.36,3.02,243.46,668223.22,5981740.19,50037.20,1589.00,32.88,2.18,50040.54,1328.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.70,668073.94,5981986.30,325.36,3.02,243.46,668223.16,5981740.29,50037.11,1589.00,32.88,2.18,50040.54,1328.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.74,668073.87,5981986.40,325.36,3.02,243.46,668223.09,5981740.40,50037.09,1592.00,32.88,2.15,50040.41,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.82,668073.73,5981986.61,325.40,3.02,243.46,668222.93,5981740.60,50037.01,1587.00,32.88,2.15,50040.42,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.86,668073.66,5981986.71,325.40,3.02,243.46,668222.86,5981740.70,50037.06,1587.00,32.88,2.18,50040.36,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.90,668073.59,5981986.82,325.40,3.02,243.46,668222.80,5981740.80,50036.97,1589.00,32.88,2.18,50040.33,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:17.94,668073.53,5981986.92,325.40,3.02,243.46,668222.74,5981740.91,50036.88,1589.00,32.88,2.14,50040.33,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.03,668073.39,5981987.12,325.40,3.02,243.46,668222.58,5981741.10,50036.92,1587.00,32.88,2.14,50040.24,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.07,668073.32,5981987.22,325.40,3.02,243.46,668222.52,5981741.20,50036.88,1592.00,32.88,2.16,50040.23,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.11,668073.25,5981987.32,325.40,3.02,243.46,668222.45,5981741.31,50036.92,1589.00,32.88,2.16,50040.24,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.15,668073.18,5981987.42,325.40,3.02,243.46,668222.39,5981741.41,50036.88,1589.00,32.88,2.15,50040.14,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.19,668073.11,5981987.52,325.40,3.02,243.46,668222.33,5981741.51,50036.79,1589.00,32.88,2.15,50040.14,1326.00,883807,883431,-0.15,1.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.27,668072.97,5981987.72,325.40,3.02,243.46,668222.16,5981741.70,50036.86,1589.00,32.88,2.16,50040.15,1326.00,883807,883431,-0.71,1.03
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.31,668072.89,5981987.82,325.40,3.02,243.46,668222.09,5981741.80,50036.74,1587.00,32.88,2.16,50040.15,1326.00,883807,883431,-0.71,1.03
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.35,668072.82,5981987.92,325.40,3.02,243.46,668222.03,5981741.91,50036.70,1589.00,32.88,2.13,50039.97,1323.00,883807,883431,-0.71,1.03
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.39,668072.76,5981988.02,325.36,3.02,243.46,668221.93,5981741.99,50036.74,1589.00,32.88,2.13,50039.91,1323.00,883807,883431,-0.71,1.03
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.47,668072.61,5981988.23,325.36,3.02,243.47,668221.80,5981742.20,50036.65,1589.00,32.88,2.13,50039.88,1323.00,883807,883431,-0.71,1.03
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.51,668072.55,5981988.32,325.36,3.02,243.47,668221.74,5981742.30,50036.74,1589.00,32.88,2.13,50040.00,1323.00,883807,883431,-0.71,1.03
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.55,668072.48,5981988.43,325.36,3.02,243.47,668221.67,5981742.40,50036.79,1592.00,32.88,2.13,50040.00,1323.00,883807,883431,-0.71,1.03
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.60,668072.41,5981988.53,325.36,3.02,243.46,668221.59,5981742.50,50036.77,1587.00,32.88,2.13,50039.93,1326.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.68,668072.26,5981988.74,325.36,3.02,243.47,668221.45,5981742.71,50036.70,1589.00,32.88,2.14,50039.86,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.72,668072.20,5981988.83,325.36,3.02,243.47,668221.39,5981742.81,50036.61,1589.00,32.88,2.14,50039.75,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.76,668072.13,5981988.93,325.36,3.02,243.44,668221.30,5981742.93,50036.70,1587.00,32.88,2.15,50039.86,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.80,668072.06,5981989.03,325.36,3.02,243.44,668221.23,5981743.03,50036.70,1592.00,32.88,2.15,50039.86,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.84,668071.99,5981989.14,325.36,3.02,243.44,668221.17,5981743.13,50036.65,1589.00,32.88,2.12,50039.79,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.92,668071.85,5981989.34,325.36,3.02,243.44,668221.03,5981743.34,50036.73,1587.00,32.88,2.12,50039.78,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:18.96,668071.78,5981989.44,325.33,3.02,243.66,668221.67,5981743.60,50036.65,1589.00,32.88,2.12,50039.79,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.00,668071.71,5981989.54,325.33,3.02,243.66,668221.61,5981743.70,50036.52,1589.00,32.88,2.12,50039.68,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.05,668071.62,5981989.66,325.33,3.02,243.67,668221.54,5981743.83,50036.56,1589.00,32.88,2.14,50039.68,1323.00,883807,883431,2.19,0.39
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.13,668071.50,5981989.84,325.33,3.02,243.67,668221.43,5981744.02,50036.65,1589.00,32.88,2.14,50039.75,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.17,668071.43,5981989.94,325.33,3.02,243.67,668221.37,5981744.12,50036.61,1589.00,32.88,2.18,50039.64,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.21,668071.36,5981990.04,325.33,3.02,243.67,668221.31,5981744.22,50036.50,1587.00,32.88,2.18,50039.55,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.25,668071.29,5981990.15,325.33,3.02,243.66,668221.21,5981744.33,50036.43,1589.00,32.88,2.13,50039.52,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.29,668071.22,5981990.24,325.33,3.02,243.66,668221.15,5981744.43,50036.56,1589.00,32.88,2.13,50039.52,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.37,668071.08,5981990.45,325.33,3.02,243.66,668221.03,5981744.64,50036.52,1587.00,32.88,2.12,50039.59,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.41,668071.01,5981990.55,325.33,3.02,243.67,668220.97,5981744.74,50036.43,1592.00,32.88,2.12,50039.47,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.45,668070.94,5981990.65,325.33,3.02,243.67,668220.91,5981744.85,50036.32,1589.00,32.88,2.12,50039.41,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.49,668070.87,5981990.75,325.33,3.02,243.67,668220.82,5981744.93,50036.34,1589.00,32.88,2.12,50039.34,1321.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.57,668070.73,5981990.95,325.33,3.02,243.67,668220.70,5981745.14,50036.29,1589.00,32.88,2.12,50039.41,1323.00,883807,883431,1.73,-1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.61,668070.66,5981991.05,325.29,3.02,243.66,668220.59,5981745.23,50036.15,1592.00,32.88,2.12,50039.28,1323.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.65,668070.59,5981991.15,325.29,3.02,243.67,668220.53,5981745.34,50036.20,1592.00,32.88,2.13,50039.28,1323.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.69,668070.52,5981991.25,325.29,3.02,243.67,668220.47,5981745.44,50035.96,1587.00,32.88,2.13,50039.07,1321.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.78,668070.37,5981991.46,325.29,3.02,243.67,668220.29,5981745.62,50035.84,1589.00,32.88,2.11,50039.01,1321.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.82,668070.31,5981991.56,325.29,3.02,243.67,668220.24,5981745.72,50035.84,1589.00,32.88,2.11,50039.01,1321.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.86,668070.24,5981991.66,325.29,3.02,243.68,668220.17,5981745.83,50035.82,1587.00,32.88,2.12,50039.01,1321.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.90,668070.17,5981991.76,325.29,3.02,243.68,668220.11,5981745.93,50035.70,1589.00,32.88,2.12,50038.79,1321.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:19.94,668070.10,5981991.86,325.29,3.02,243.68,668220.05,5981746.04,50035.57,1589.00,32.88,2.18,50038.69,1321.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.02,668069.95,5981992.06,325.29,3.02,243.67,668219.88,5981746.23,50035.42,1589.00,32.88,2.18,50038.60,1318.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.06,668069.88,5981992.16,325.29,3.02,243.68,668219.82,5981746.33,50035.39,1589.00,32.88,2.13,50038.55,1318.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.10,668069.81,5981992.26,325.29,3.02,243.68,668219.76,5981746.44,50035.30,1587.00,32.88,2.13,50038.55,1318.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.14,668069.74,5981992.37,325.29,3.02,243.68,668219.70,5981746.55,50035.14,1587.00,32.88,2.16,50038.30,1318.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.22,668069.61,5981992.56,325.29,3.02,243.68,668219.58,5981746.75,50034.98,1589.00,32.88,2.16,50038.24,1318.00,883807,883431,0.48,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.26,668069.53,5981992.66,325.29,3.02,243.67,668219.45,5981746.83,50034.96,1589.00,32.88,2.12,50038.15,1318.00,883807,883431,2.51,-0.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.30,668069.46,5981992.76,325.29,3.02,243.67,668219.38,5981746.93,50034.84,1587.00,32.88,2.12,50038.15,1318.00,883807,883431,2.51,-0.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.35,668069.39,5981992.86,325.29,3.02,243.67,668219.32,5981747.04,50034.78,1589.00,32.88,2.12,50038.15,1318.00,883807,883431,2.51,-0.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.44,668069.23,5981993.08,325.29,3.02,243.65,668219.14,5981747.27,50034.66,1589.00,32.88,2.12,50037.78,1318.00,883807,883431,2.51,-0.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.47,668069.17,5981993.16,325.29,3.02,243.65,668219.09,5981747.35,50034.51,1589.00,32.88,2.16,50037.78,1318.00,883807,883431,2.51,-0.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.51,668069.10,5981993.26,325.29,3.02,243.65,668219.02,5981747.45,50034.39,1589.00,32.88,2.16,50037.74,1316.00,883807,883431,2.51,-0.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.55,668069.04,5981993.36,325.29,3.02,243.65,668218.96,5981747.56,50034.24,1587.00,32.88,2.16,50037.74,1316.00,883807,883431,2.51,-0.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.60,668068.94,5981993.50,325.29,3.02,243.65,668218.84,5981747.69,50034.19,1587.00,32.88,2.16,50037.56,1316.00,883807,883431,2.51,-0.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.67,668068.82,5981993.67,325.29,3.02,243.65,668218.74,5981747.86,50034.12,1587.00,32.88,2.14,50037.51,1316.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.71,668068.75,5981993.77,325.29,3.02,243.65,668218.67,5981747.97,50034.06,1589.00,32.88,2.14,50037.42,1313.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.75,668068.68,5981993.88,325.29,3.02,243.65,668218.61,5981748.07,50033.80,1587.00,32.88,2.15,50037.29,1316.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.79,668068.60,5981993.97,325.25,3.02,243.65,668218.51,5981748.16,50033.70,1587.00,32.88,2.15,50037.29,1316.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.88,668068.46,5981994.18,325.25,3.02,243.65,668218.38,5981748.37,50033.70,1587.00,32.88,2.15,50037.15,1313.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.91,668068.39,5981994.27,325.25,3.02,243.65,668218.31,5981748.47,50033.58,1587.00,32.88,2.15,50037.15,1313.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:20.96,668068.32,5981994.37,325.25,3.02,243.65,668218.25,5981748.57,50033.38,1584.00,32.88,2.15,50036.88,1313.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.00,668068.24,5981994.47,325.25,3.02,243.66,668218.15,5981748.64,50033.24,1589.00,32.88,2.15,50036.77,1313.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.04,668068.17,5981994.57,325.25,3.02,243.66,668218.09,5981748.74,50033.33,1587.00,32.88,2.16,50036.77,1313.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.12,668068.03,5981994.77,325.25,3.02,243.66,668217.96,5981748.95,50033.21,1587.00,32.88,2.16,50036.74,1313.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.16,668067.96,5981994.87,325.25,3.02,243.66,668217.89,5981749.05,50033.15,1587.00,32.88,2.16,50036.65,1313.00,883807,883431,1.19,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.20,668067.89,5981994.97,325.25,3.02,243.66,668217.83,5981749.16,50032.97,1587.00,32.88,2.16,50036.56,1313.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.24,668067.82,5981995.07,325.25,3.02,243.50,668217.44,5981749.26,50032.97,1587.00,32.88,2.21,50036.52,1313.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.32,668067.68,5981995.27,325.25,3.02,243.50,668217.31,5981749.47,50032.88,1587.00,32.88,2.21,50036.43,1311.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.36,668067.61,5981995.37,325.25,3.02,243.50,668217.24,5981749.58,50032.76,1587.00,32.88,2.17,50036.36,1311.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.40,668067.53,5981995.47,325.16,3.02,243.48,668217.14,5981749.68,50032.84,1584.00,32.88,2.17,50036.34,1311.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.45,668067.46,5981995.58,325.16,3.02,243.48,668217.07,5981749.79,50032.61,1587.00,32.88,2.23,50036.25,1311.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.52,668067.32,5981995.77,325.16,3.02,243.48,668216.94,5981749.99,50032.65,1584.00,32.88,2.23,50036.20,1311.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.57,668067.25,5981995.87,325.16,3.02,243.48,668216.88,5981750.09,50032.61,1584.00,32.88,2.19,50036.23,1309.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.61,668067.18,5981995.98,325.16,3.02,243.48,668216.79,5981750.19,50032.57,1587.00,32.88,2.19,50036.20,1309.00,883807,883431,2.88,0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.65,668067.11,5981996.07,325.16,3.02,243.48,668216.72,5981750.29,50032.65,1584.00,32.88,2.20,50036.20,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.69,668067.04,5981996.17,325.16,3.02,243.48,668216.66,5981750.39,50032.49,1584.00,32.88,2.20,50036.11,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.77,668066.90,5981996.38,325.16,3.02,243.48,668216.50,5981750.58,50032.43,1587.00,32.88,2.22,50036.05,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.81,668066.83,5981996.48,325.16,3.02,243.48,668216.44,5981750.69,50032.52,1584.00,32.88,2.22,50036.20,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.85,668066.76,5981996.58,325.16,3.02,243.48,668216.37,5981750.79,50032.52,1584.00,32.88,2.19,50036.07,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.89,668066.69,5981996.68,325.16,3.02,243.48,668216.31,5981750.90,50032.43,1587.00,32.88,2.19,50036.07,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:21.97,668066.54,5981996.87,325.12,3.02,243.49,668216.16,5981751.07,50032.43,1584.00,32.88,2.21,50036.00,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.01,668066.47,5981996.98,325.12,3.02,243.49,668216.10,5981751.18,50032.38,1584.00,32.88,2.21,50036.00,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.05,668066.40,5981997.08,325.12,3.02,243.49,668216.03,5981751.28,50032.38,1584.00,32.88,2.21,50036.02,1309.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.10,668066.33,5981997.18,325.12,3.02,243.49,668215.96,5981751.39,50032.43,1584.00,32.88,2.21,50036.02,1306.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.18,668066.19,5981997.38,325.12,3.02,243.49,668215.83,5981751.60,50032.49,1584.00,32.88,2.21,50035.93,1306.00,883807,883431,1.95,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.22,668066.12,5981997.48,325.12,3.02,243.49,668215.77,5981751.69,50032.29,1584.00,32.88,2.21,50035.93,1306.00,883807,883431,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.26,668066.05,5981997.58,325.12,3.02,243.49,668215.70,5981751.80,50032.43,1584.00,32.82,2.22,50035.93,1306.00,883807,883431,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.30,668065.98,5981997.68,325.12,3.02,243.50,668215.61,5981751.89,50032.43,1582.00,32.82,2.22,50036.00,1306.00,883807,883431,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.34,668065.91,5981997.78,325.12,3.02,243.50,668215.55,5981751.99,50032.43,1584.00,32.82,2.25,50036.07,1306.00,883807,883431,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.42,668065.77,5981997.98,325.12,3.02,243.50,668215.41,5981752.20,50032.43,1584.00,32.82,2.25,50036.02,1306.00,883807,883431,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,02:27:22.46,668065.70,5981998.09,325.12,3.02,243.49,668215.33,5981752.31,50032.38,1582.00,32.82,2.24,50035.93,1306.00,883807,883431,2.76,-1.64
