Sequence Number,[Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_STBD_MAG_4 Range to Node,SF_STBD_MAG_4 Easting,SF_STBD_MAG_4 Northing,Magnetic Field 30014_MAG_SFSTBD_4_883807 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30018_MAG_SFSTBD_8_883431 [nT] Value,Value Value,Value Comment,Value Comment,10003_MRU_SF_STBD Pitch,10003_MRU_SF_STBD Roll
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:11.60,663538.21,5987786.64,325.41,2.77,243.22,663702.76,5987551.05,50064.96,1567.00,36.74,2.44,50068.00,1309.00,883807,883431,2.35,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:11.69,663538.06,5987786.83,325.41,2.77,243.22,663702.62,5987551.24,50064.95,1567.00,36.74,2.46,50068.04,1306.00,883807,883431,2.35,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:11.72,663538.01,5987786.91,325.41,2.77,243.22,663702.57,5987551.32,50065.10,1567.00,36.74,2.46,50068.04,1306.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:11.76,663537.95,5987787.00,325.41,2.77,243.22,663702.50,5987551.41,50065.01,1567.00,36.74,2.45,50068.04,1306.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:11.80,663537.89,5987787.10,325.41,2.77,243.22,663702.44,5987551.51,50065.10,1567.00,36.74,2.45,50068.01,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:11.84,663537.82,5987787.20,325.41,2.77,243.22,663702.38,5987551.61,50064.96,1565.00,36.74,2.48,50067.95,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:11.92,663537.70,5987787.38,325.41,2.77,243.22,663702.25,5987551.79,50064.92,1567.00,36.74,2.48,50067.95,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:11.96,663537.63,5987787.47,325.41,2.77,243.22,663702.19,5987551.88,50065.04,1567.00,36.74,2.47,50067.96,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.00,663537.57,5987787.56,325.38,2.77,243.24,663702.13,5987551.96,50065.01,1565.00,36.74,2.47,50067.95,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.05,663537.50,5987787.66,325.38,2.77,243.24,663702.07,5987552.05,50064.96,1570.00,36.74,2.46,50067.91,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.13,663537.38,5987787.84,325.38,2.77,243.24,663701.94,5987552.24,50064.87,1567.00,36.74,2.46,50067.95,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.17,663537.31,5987787.93,325.38,2.77,243.24,663701.88,5987552.33,50064.95,1567.00,36.74,2.49,50067.95,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.21,663537.25,5987788.03,325.38,2.77,243.24,663701.81,5987552.42,50064.92,1567.00,36.74,2.49,50067.91,1309.00,883807,883431,1.03,0.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.25,663537.18,5987788.12,325.38,2.77,243.24,663701.75,5987552.52,50064.87,1567.00,36.74,2.52,50067.77,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.29,663537.12,5987788.21,325.38,2.77,243.24,663701.69,5987552.61,50064.87,1567.00,36.74,2.52,50067.83,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.37,663536.99,5987788.40,325.38,2.77,243.24,663701.56,5987552.80,50064.83,1567.00,36.74,2.52,50067.86,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.41,663536.93,5987788.49,325.38,2.77,243.24,663701.50,5987552.89,50064.77,1567.00,36.74,2.52,50067.86,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.45,663536.86,5987788.59,325.38,2.77,243.23,663701.43,5987553.00,50064.87,1570.00,36.74,2.52,50067.83,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.49,663536.80,5987788.68,325.38,2.77,243.23,663701.36,5987553.09,50064.83,1565.00,36.74,2.52,50067.83,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.57,663536.67,5987788.86,325.38,2.77,243.23,663701.24,5987553.27,50064.87,1567.00,36.74,2.51,50067.86,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.61,663536.61,5987788.95,325.38,2.77,243.23,663701.18,5987553.36,50064.77,1570.00,36.74,2.51,50067.86,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.66,663536.54,5987789.06,325.37,2.77,243.22,663701.10,5987553.47,50064.78,1567.00,36.74,2.51,50067.82,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.70,663536.48,5987789.15,325.37,2.77,243.22,663701.04,5987553.56,50064.69,1567.00,36.68,2.51,50067.77,1309.00,883807,883431,2.24,-0.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.78,663536.35,5987789.33,325.37,2.77,243.23,663700.91,5987553.74,50064.69,1567.00,36.68,2.52,50067.69,1309.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.82,663536.29,5987789.43,325.37,2.77,243.22,663700.85,5987553.84,50064.78,1567.00,36.68,2.52,50067.69,1309.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.86,663536.23,5987789.53,325.37,2.77,243.22,663700.79,5987553.94,50064.72,1570.00,36.68,2.52,50067.69,1309.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.90,663536.17,5987789.62,325.37,2.77,243.22,663700.73,5987554.03,50064.69,1567.00,36.68,2.52,50067.72,1309.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:12.94,663536.10,5987789.71,325.37,2.77,243.22,663700.66,5987554.12,50064.65,1567.00,36.68,2.53,50067.68,1311.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.02,663535.97,5987789.90,325.37,2.77,243.23,663700.53,5987554.30,50064.63,1570.00,36.68,2.53,50067.60,1311.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.06,663535.91,5987789.99,325.37,2.77,243.23,663700.47,5987554.39,50064.60,1570.00,36.68,2.54,50067.68,1309.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.10,663535.85,5987790.08,325.37,2.77,243.23,663700.40,5987554.48,50064.65,1567.00,36.68,2.54,50067.68,1309.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.14,663535.78,5987790.17,325.37,2.77,243.23,663700.34,5987554.58,50064.51,1567.00,36.68,2.55,50067.65,1309.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.23,663535.65,5987790.36,325.37,2.77,243.23,663700.21,5987554.77,50064.50,1570.00,36.68,2.55,50067.50,1311.00,883807,883431,1.40,0.81
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.27,663535.59,5987790.46,325.37,2.77,243.22,663700.10,5987554.84,50064.51,1567.00,36.68,2.53,50067.45,1311.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.31,663535.53,5987790.55,325.37,2.77,243.22,663700.04,5987554.93,50064.47,1567.00,36.68,2.53,50067.50,1311.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.35,663535.47,5987790.64,325.37,2.77,243.22,663699.97,5987555.02,50064.54,1570.00,36.68,2.53,50067.69,1311.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.44,663535.32,5987790.85,325.37,2.77,243.22,663699.83,5987555.23,50064.47,1567.00,36.68,2.53,50067.59,1309.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.47,663535.27,5987790.93,325.37,2.77,243.22,663699.78,5987555.31,50064.56,1567.00,36.68,2.54,50067.59,1309.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.51,663535.21,5987791.02,325.37,2.77,243.22,663699.72,5987555.40,50064.47,1570.00,36.68,2.54,50067.50,1309.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.55,663535.15,5987791.11,325.37,2.77,243.22,663699.65,5987555.49,50064.41,1567.00,36.68,2.53,50067.45,1309.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.59,663535.08,5987791.21,325.37,2.77,243.22,663699.59,5987555.59,50064.42,1567.00,36.68,2.53,50067.45,1309.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.67,663534.96,5987791.39,325.37,2.77,243.21,663699.46,5987555.78,50064.33,1567.00,36.68,2.55,50067.41,1309.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.71,663534.90,5987791.48,325.37,2.77,243.21,663699.40,5987555.87,50064.41,1567.00,36.68,2.55,50067.41,1309.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.75,663534.83,5987791.57,325.37,2.77,243.21,663699.33,5987555.96,50064.38,1567.00,36.68,2.54,50067.32,1311.00,883807,883431,1.87,0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.80,663534.77,5987791.67,325.39,2.77,243.20,663699.27,5987556.06,50064.42,1567.00,36.68,2.54,50067.47,1311.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.88,663534.64,5987791.85,325.39,2.77,243.21,663699.14,5987556.25,50064.36,1570.00,36.63,2.55,50067.50,1309.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.92,663534.58,5987791.94,325.39,2.77,243.21,663699.08,5987556.33,50064.38,1567.00,36.63,2.55,50067.50,1309.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:13.96,663534.51,5987792.04,325.39,2.77,243.21,663699.01,5987556.43,50064.38,1567.00,36.63,2.54,50067.50,1309.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.00,663534.45,5987792.13,325.39,2.77,243.21,663698.96,5987556.52,50064.36,1570.00,36.63,2.54,50067.42,1311.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.08,663534.32,5987792.31,325.39,2.77,243.21,663698.83,5987556.70,50064.33,1567.00,36.63,2.62,50067.36,1309.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.12,663534.26,5987792.40,325.39,2.77,243.21,663698.76,5987556.79,50064.33,1567.00,36.63,2.62,50067.41,1311.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.16,663534.19,5987792.50,325.39,2.77,243.21,663698.70,5987556.89,50064.19,1570.00,36.63,2.56,50067.36,1311.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.20,663534.13,5987792.59,325.39,2.77,243.21,663698.64,5987556.98,50064.32,1570.00,36.63,2.56,50067.41,1311.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.24,663534.07,5987792.68,325.39,2.77,243.21,663698.57,5987557.07,50064.29,1567.00,36.63,2.58,50067.29,1311.00,883807,883431,0.94,0.34
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.32,663533.94,5987792.87,325.39,2.77,243.21,663698.45,5987557.26,50064.19,1570.00,36.63,2.58,50067.23,1311.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.36,663533.88,5987792.96,325.39,2.77,243.21,663698.38,5987557.35,50064.27,1570.00,36.63,2.57,50067.36,1311.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.40,663533.82,5987793.05,325.39,2.77,243.21,663698.32,5987557.45,50064.24,1567.00,36.63,2.57,50067.36,1311.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.45,663533.75,5987793.15,325.40,2.77,243.21,663698.25,5987557.54,50064.19,1567.00,36.63,2.58,50067.18,1313.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.53,663533.62,5987793.33,325.40,2.77,243.21,663698.13,5987557.73,50064.23,1570.00,36.63,2.58,50067.32,1313.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.57,663533.56,5987793.43,325.40,2.77,243.21,663698.06,5987557.82,50064.24,1570.00,36.63,2.57,50067.32,1313.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.61,663533.50,5987793.52,325.40,2.77,243.21,663698.00,5987557.91,50064.24,1570.00,36.63,2.57,50067.32,1313.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.65,663533.43,5987793.61,325.40,2.77,243.21,663697.94,5987558.01,50064.14,1572.00,36.63,2.56,50067.23,1316.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.69,663533.37,5987793.70,325.40,2.77,243.21,663697.88,5987558.10,50064.15,1570.00,36.63,2.56,50067.23,1313.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.77,663533.24,5987793.89,325.40,2.77,243.21,663697.75,5987558.29,50064.18,1570.00,36.63,2.56,50067.19,1313.00,883807,883431,-0.02,-0.73
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.81,663533.18,5987793.98,325.40,2.77,243.21,663697.69,5987558.38,50064.10,1572.00,36.63,2.56,50067.14,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.85,663533.11,5987794.07,325.40,2.77,243.21,663697.62,5987558.47,50064.10,1572.00,36.63,2.59,50067.18,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.89,663533.05,5987794.16,325.40,2.77,243.21,663697.56,5987558.56,50064.18,1570.00,36.63,2.59,50067.32,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:14.98,663532.92,5987794.35,325.40,2.77,243.21,663697.43,5987558.75,50064.10,1570.00,36.63,2.58,50067.14,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.02,663532.85,5987794.44,325.39,2.77,243.19,663697.34,5987558.85,50064.15,1570.00,36.63,2.58,50067.14,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.06,663532.79,5987794.53,325.39,2.77,243.19,663697.28,5987558.95,50064.09,1570.00,36.63,2.58,50067.15,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.10,663532.72,5987794.62,325.39,2.77,243.19,663697.21,5987559.04,50064.01,1570.00,36.63,2.58,50067.23,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.18,663532.60,5987794.81,325.39,2.77,243.19,663697.08,5987559.22,50064.01,1570.00,36.63,2.59,50067.14,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.22,663532.53,5987794.90,325.39,2.77,243.19,663697.02,5987559.32,50064.14,1572.00,36.63,2.59,50067.14,1313.00,883807,883431,1.80,1.00
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.26,663532.46,5987794.99,325.39,2.77,243.18,663696.95,5987559.41,50064.06,1570.00,36.63,2.57,50067.09,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.30,663532.40,5987795.08,325.39,2.77,243.18,663696.89,5987559.50,50064.01,1572.00,36.63,2.57,50067.10,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.34,663532.34,5987795.18,325.39,2.77,243.18,663696.82,5987559.60,50064.00,1570.00,36.63,2.58,50067.14,1313.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.42,663532.21,5987795.36,325.39,2.77,243.18,663696.70,5987559.78,50064.06,1570.00,36.63,2.58,50067.14,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.46,663532.14,5987795.45,325.39,2.77,243.42,663696.81,5987559.70,50064.05,1572.00,36.63,2.56,50067.09,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.50,663532.08,5987795.54,325.39,2.77,243.42,663696.74,5987559.79,50064.01,1570.00,36.63,2.56,50067.09,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.55,663532.01,5987795.64,325.39,2.77,243.42,663696.68,5987559.89,50064.10,1570.00,36.63,2.57,50067.14,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.63,663531.88,5987795.81,325.37,2.77,243.44,663696.56,5987560.05,50064.05,1570.00,36.63,2.57,50067.09,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.67,663531.82,5987795.91,325.37,2.77,243.45,663696.50,5987560.14,50063.92,1572.00,36.63,2.57,50067.09,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.71,663531.75,5987796.00,325.37,2.77,243.45,663696.44,5987560.23,50063.97,1570.00,36.63,2.57,50067.00,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.75,663531.69,5987796.09,325.37,2.77,243.45,663696.38,5987560.32,50064.09,1570.00,36.63,2.58,50067.00,1316.00,883807,883431,0.59,0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.83,663531.56,5987796.27,325.37,2.77,243.45,663696.24,5987560.51,50063.97,1570.00,36.63,2.58,50067.05,1316.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.87,663531.49,5987796.36,325.37,2.77,243.45,663696.18,5987560.60,50063.96,1570.00,36.63,2.58,50067.05,1316.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.91,663531.43,5987796.46,325.37,2.77,243.45,663696.12,5987560.69,50063.88,1570.00,36.63,2.58,50067.10,1316.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.95,663531.37,5987796.55,325.37,2.77,243.45,663696.06,5987560.78,50063.97,1572.00,36.63,2.59,50067.00,1316.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:15.99,663531.30,5987796.64,325.37,2.77,243.46,663695.99,5987560.87,50063.86,1572.00,36.63,2.59,50066.91,1318.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.07,663531.17,5987796.83,325.37,2.77,243.46,663695.86,5987561.05,50063.88,1572.00,36.63,2.59,50066.96,1316.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.11,663531.11,5987796.92,325.37,2.77,243.47,663695.80,5987561.14,50063.86,1575.00,36.63,2.59,50066.96,1316.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.16,663531.04,5987797.02,325.37,2.77,243.47,663695.74,5987561.24,50063.83,1570.00,36.63,2.60,50067.00,1316.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.19,663530.98,5987797.10,325.37,2.77,243.47,663695.68,5987561.32,50063.92,1570.00,36.63,2.60,50067.00,1318.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.28,663530.84,5987797.30,325.34,2.77,243.47,663695.53,5987561.52,50063.91,1570.00,36.63,2.60,50066.91,1318.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.32,663530.78,5987797.38,325.34,2.77,243.47,663695.48,5987561.60,50063.79,1570.00,36.63,2.60,50066.91,1318.00,883807,883431,-1.33,1.41
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.36,663530.72,5987797.47,325.34,2.77,243.47,663695.42,5987561.69,50063.77,1570.00,36.63,2.60,50066.86,1316.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.40,663530.65,5987797.57,325.34,2.77,243.48,663695.36,5987561.78,50063.83,1570.00,36.63,2.60,50067.00,1318.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.44,663530.58,5987797.67,325.34,2.77,243.48,663695.29,5987561.88,50063.83,1570.00,36.63,2.63,50066.91,1318.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.52,663530.46,5987797.84,325.34,2.77,243.47,663695.16,5987562.06,50063.82,1570.00,36.63,2.63,50066.86,1318.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.56,663530.40,5987797.94,325.34,2.77,243.48,663695.10,5987562.15,50063.79,1572.00,36.63,2.61,50066.86,1318.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.60,663530.33,5987798.03,325.34,2.77,243.48,663695.04,5987562.24,50063.74,1572.00,36.63,2.61,50066.86,1318.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.64,663530.26,5987798.12,325.34,2.77,243.46,663694.97,5987562.35,50063.77,1570.00,36.63,2.62,50066.92,1318.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.73,663530.14,5987798.30,325.34,2.77,243.46,663694.84,5987562.54,50063.79,1570.00,36.63,2.62,50066.86,1316.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.76,663530.07,5987798.39,325.34,2.77,243.47,663694.78,5987562.62,50063.73,1572.00,36.63,2.62,50066.82,1318.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.81,663530.00,5987798.49,325.31,2.76,243.46,663694.71,5987562.73,50063.74,1570.00,36.63,2.62,50066.82,1318.00,883807,883431,0.77,-0.55
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.85,663529.94,5987798.58,325.31,2.76,243.46,663694.65,5987562.81,50063.68,1570.00,36.63,2.60,50066.82,1316.00,883807,883431,-1.38,0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.93,663529.81,5987798.77,325.31,2.76,243.47,663694.52,5987563.00,50063.74,1572.00,36.63,2.60,50066.86,1318.00,883807,883431,-1.38,0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:16.97,663529.75,5987798.86,325.31,2.76,243.47,663694.46,5987563.09,50063.70,1572.00,36.63,2.62,50066.86,1318.00,883807,883431,-1.38,0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:17.01,663529.68,5987798.95,325.31,2.76,243.48,663694.40,5987563.17,50063.73,1570.00,36.63,2.62,50066.79,1318.00,883807,883431,-1.38,0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:17.05,663529.62,5987799.04,325.31,2.76,243.48,663694.34,5987563.26,50063.74,1572.00,36.63,2.62,50066.78,1318.00,883807,883431,-1.38,0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:12:17.09,663529.56,5987799.13,325.31,2.76,243.48,663694.27,5987563.35,50063.68,1570.00,36.63,2.62,50066.86,1318.00,883807,883431,-1.38,0.37
