Sequence Number,[Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_STBD_MAG_1 Range to Node,SF_STBD_MAG_1 Easting,SF_STBD_MAG_1 Northing,Magnetic Field 30011_MAG_SFSTBD_1_883381 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30015_MAG_SFSTBD_5_883767 [nT] Value,Value Value,Value Comment,Value Comment,10003_MRU_SF_STBD Pitch,10003_MRU_SF_STBD Roll
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.50,668065.63,5981998.19,325.12,3.02,243.48,668212.40,5981750.77,50033.67,1250.00,32.20,2.27,50025.16,1423.00,883381,883767,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.54,668065.56,5981998.29,325.12,3.02,243.48,668212.34,5981750.87,50033.65,1250.00,32.20,2.27,50025.18,1423.00,883381,883767,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.62,668065.42,5981998.49,325.11,3.02,243.49,668212.16,5981751.05,50033.65,1250.00,32.20,2.25,50025.13,1421.00,883381,883767,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.66,668065.35,5981998.59,325.11,3.02,243.49,668212.09,5981751.15,50033.58,1250.00,32.20,2.25,50025.08,1423.00,883381,883767,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.70,668065.28,5981998.69,325.11,3.02,243.49,668212.02,5981751.25,50033.61,1250.00,32.20,2.27,50025.26,1423.00,883381,883767,2.76,-1.64
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.74,668065.21,5981998.79,325.11,3.02,243.49,668211.95,5981751.35,50033.51,1250.00,32.15,2.27,50025.26,1423.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.78,668065.14,5981998.89,325.11,3.02,243.49,668211.88,5981751.45,50033.62,1250.00,32.15,2.27,50025.13,1421.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.87,668065.00,5981999.10,325.11,3.02,243.49,668211.74,5981751.65,50033.65,1250.00,32.15,2.27,50025.18,1423.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.91,668064.93,5981999.20,325.11,3.02,243.49,668211.67,5981751.76,50033.56,1248.00,32.15,2.28,50025.04,1421.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.95,668064.86,5981999.30,325.11,3.02,243.49,668211.60,5981751.85,50033.47,1248.00,32.15,2.28,50025.04,1421.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:22.99,668064.79,5981999.40,325.11,3.02,243.50,668211.53,5981751.94,50033.67,1248.00,32.15,2.27,50025.04,1421.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.12,668064.56,5981999.73,325.11,3.02,243.50,668211.30,5981752.27,50033.47,1245.00,32.15,2.28,50025.13,1423.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.15,668064.51,5981999.80,325.11,3.02,243.50,668211.25,5981752.34,50033.67,1248.00,32.15,2.28,50025.13,1423.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.19,668064.44,5981999.91,325.11,3.02,243.51,668211.17,5981752.45,50033.56,1243.00,32.15,2.28,50025.13,1423.00,883381,883767,1.96,-0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.23,668064.37,5982000.00,325.12,3.02,243.48,668212.06,5981753.10,50033.79,1245.00,32.15,2.28,50025.22,1423.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.31,668064.23,5982000.21,325.12,3.02,243.48,668211.93,5981753.31,50033.76,1243.00,32.15,2.30,50025.16,1421.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.35,668064.16,5982000.30,325.12,3.02,243.48,668211.86,5981753.41,50033.70,1245.00,32.15,2.30,50025.18,1423.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.40,668064.09,5982000.41,325.12,3.02,243.48,668211.80,5981753.52,50033.61,1243.00,32.15,2.30,50025.13,1421.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.45,668064.00,5982000.53,325.12,3.02,243.49,668211.72,5981753.65,50033.71,1243.00,32.15,2.30,50025.18,1423.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.52,668063.89,5982000.72,325.12,3.02,243.49,668211.58,5981753.81,50033.83,1243.00,32.15,2.31,50025.36,1421.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.56,668063.82,5982000.82,325.12,3.02,243.49,668211.52,5981753.92,50033.92,1243.00,32.15,2.31,50025.36,1421.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.60,668063.75,5982000.92,325.12,3.02,243.49,668211.43,5981754.01,50033.89,1243.00,32.15,2.33,50025.26,1423.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.64,668063.67,5982001.03,325.12,3.02,243.49,668211.35,5981754.12,50033.97,1245.00,32.15,2.33,50025.43,1421.00,883381,883767,1.19,0.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.72,668063.53,5982001.23,325.12,3.02,243.49,668211.23,5981754.32,50033.97,1243.00,32.15,2.33,50025.40,1423.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.76,668063.47,5982001.32,325.12,3.02,243.49,668211.17,5981754.42,50033.98,1245.00,32.15,2.33,50025.45,1421.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.80,668063.39,5982001.43,325.12,3.02,243.50,668211.10,5981754.53,50034.15,1243.00,32.15,2.34,50025.45,1421.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.84,668063.33,5982001.53,325.12,3.02,243.50,668211.04,5981754.63,50034.12,1243.00,32.10,2.34,50025.49,1423.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.88,668063.26,5982001.62,325.12,3.02,243.50,668210.98,5981754.73,50034.06,1243.00,32.10,2.34,50025.49,1423.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:23.97,668063.11,5982001.83,325.12,3.02,243.50,668210.82,5981754.93,50034.19,1243.00,32.10,2.34,50025.72,1421.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.01,668063.04,5982001.93,325.12,3.02,243.50,668210.75,5981755.03,50034.30,1243.00,32.10,2.35,50025.58,1423.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.05,668062.97,5982002.03,325.12,3.02,243.50,668210.69,5981755.13,50034.24,1243.00,32.10,2.35,50025.58,1423.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.09,668062.90,5982002.13,325.12,3.02,243.47,668210.59,5981755.25,50034.35,1243.00,32.10,2.35,50025.65,1423.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.17,668062.75,5982002.34,325.12,3.02,243.47,668210.46,5981755.47,50034.38,1240.00,32.10,2.35,50025.76,1421.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.21,668062.69,5982002.44,325.12,3.02,243.47,668210.40,5981755.57,50034.44,1243.00,32.10,2.37,50025.76,1423.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.25,668062.62,5982002.53,325.12,3.02,243.47,668210.34,5981755.67,50034.46,1243.00,32.10,2.37,50025.81,1421.00,883381,883767,3.23,-0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.29,668062.56,5982002.65,325.12,3.02,243.48,668210.27,5981755.77,50034.57,1240.00,32.10,2.34,50025.81,1421.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.37,668062.42,5982002.85,325.12,3.02,243.48,668210.14,5981755.99,50034.60,1243.00,32.10,2.34,50025.99,1421.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.42,668062.34,5982002.97,325.12,3.02,243.48,668210.07,5981756.10,50034.66,1243.00,32.10,2.36,50026.12,1423.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.45,668062.28,5982003.05,325.12,3.02,243.48,668210.01,5981756.19,50034.74,1243.00,32.10,2.36,50026.12,1423.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.49,668062.20,5982003.16,325.14,3.02,243.48,668209.92,5981756.29,50034.93,1243.00,32.10,2.39,50026.17,1421.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.53,668062.14,5982003.26,325.14,3.02,243.48,668209.86,5981756.39,50034.92,1243.00,32.10,2.39,50026.17,1421.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.62,668061.99,5982003.47,325.14,3.02,243.50,668209.71,5981756.57,50035.02,1243.00,32.10,2.37,50026.31,1423.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.66,668061.92,5982003.57,325.14,3.02,243.50,668209.65,5981756.67,50035.05,1240.00,32.10,2.37,50026.35,1421.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.70,668061.85,5982003.67,325.14,3.02,243.50,668209.58,5981756.78,50035.16,1243.00,32.10,2.42,50026.49,1423.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.74,668061.78,5982003.77,325.14,3.02,243.50,668209.52,5981756.88,50035.25,1243.00,32.10,2.42,50026.49,1423.00,883381,883767,0.86,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.82,668061.64,5982003.97,325.14,3.02,243.50,668209.36,5981757.08,50035.42,1243.00,32.10,2.38,50026.67,1421.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.86,668061.57,5982004.08,325.14,3.02,243.50,668209.29,5981757.18,50035.39,1240.00,32.10,2.38,50026.67,1421.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.90,668061.50,5982004.18,325.14,3.02,243.50,668209.23,5981757.29,50035.46,1240.00,32.10,2.40,50026.76,1421.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:24.94,668061.43,5982004.28,325.14,3.02,243.50,668209.16,5981757.39,50035.57,1243.00,32.00,2.40,50026.80,1423.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.02,668061.28,5982004.48,325.09,3.02,243.46,668208.94,5981757.60,50035.70,1243.00,32.00,2.40,50027.03,1423.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.06,668061.21,5982004.58,325.09,3.02,243.46,668208.87,5981757.70,50035.78,1243.00,32.00,2.40,50027.07,1421.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.11,668061.14,5982004.68,325.09,3.02,243.46,668208.80,5981757.80,50035.88,1243.00,32.00,2.41,50027.07,1421.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.16,668061.05,5982004.81,325.09,3.02,243.46,668208.71,5981757.93,50035.84,1243.00,32.00,2.41,50027.12,1421.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.19,668061.00,5982004.88,325.09,3.02,243.46,668208.66,5981758.00,50036.00,1243.00,32.00,2.40,50027.32,1423.00,883381,883767,4.32,0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.27,668060.86,5982005.09,325.09,3.02,243.46,668208.51,5981758.21,50036.07,1240.00,32.00,2.40,50027.35,1423.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.31,668060.78,5982005.19,325.09,3.02,243.46,668208.44,5981758.31,50036.20,1240.00,32.00,2.42,50027.39,1421.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.35,668060.71,5982005.29,325.09,3.02,243.46,668208.37,5981758.42,50036.15,1240.00,32.00,2.42,50027.39,1421.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.39,668060.64,5982005.39,325.09,3.02,243.46,668208.30,5981758.52,50036.23,1240.00,32.00,2.43,50027.50,1423.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.47,668060.50,5982005.60,325.09,3.02,243.49,668207.95,5981758.57,50036.43,1240.00,32.00,2.43,50027.62,1423.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.51,668060.43,5982005.70,325.09,3.02,243.49,668207.87,5981758.67,50036.56,1240.00,32.00,2.42,50027.80,1423.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.55,668060.36,5982005.80,325.09,3.02,243.48,668207.80,5981758.77,50036.70,1238.00,32.00,2.42,50027.80,1423.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.59,668060.29,5982005.90,325.07,3.02,243.51,668207.72,5981758.84,50036.70,1238.00,32.00,2.43,50027.80,1423.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.63,668060.22,5982006.01,325.07,3.02,243.51,668207.65,5981758.94,50036.79,1240.00,32.00,2.43,50027.93,1423.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.71,668060.08,5982006.20,325.07,3.02,243.51,668207.51,5981759.14,50036.97,1235.00,32.00,2.43,50028.22,1421.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.76,668060.00,5982006.31,325.07,3.02,243.51,668207.44,5981759.24,50037.09,1235.00,32.00,2.43,50028.25,1421.00,883381,883767,2.43,1.79
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.80,668059.93,5982006.40,325.07,3.02,243.51,668207.37,5981759.34,50037.15,1238.00,32.00,2.43,50028.16,1423.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.84,668059.86,5982006.50,325.07,3.02,243.51,668207.30,5981759.44,50037.24,1235.00,32.00,2.43,50028.16,1423.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.92,668059.72,5982006.70,325.07,3.02,243.51,668207.15,5981759.64,50037.29,1235.00,32.00,2.43,50028.52,1423.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:25.96,668059.65,5982006.80,325.07,3.02,243.51,668207.08,5981759.74,50037.42,1235.00,32.00,2.43,50028.52,1423.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.00,668059.57,5982006.90,325.07,3.02,243.53,668207.02,5981759.83,50037.69,1235.00,32.00,2.45,50028.72,1421.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.04,668059.50,5982007.00,325.07,3.02,243.52,668206.95,5981759.93,50037.74,1235.00,31.95,2.45,50028.72,1421.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.16,668059.29,5982007.31,325.07,3.02,243.52,668206.74,5981760.23,50037.98,1235.00,31.95,2.46,50028.97,1423.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.20,668059.22,5982007.41,325.07,3.02,243.52,668206.67,5981760.33,50038.06,1238.00,31.95,2.46,50029.13,1423.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.24,668059.15,5982007.50,325.04,3.02,243.52,668206.59,5981760.43,50038.24,1238.00,31.95,2.46,50029.20,1421.00,883381,883767,0.55,0.49
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.28,668059.08,5982007.60,325.04,3.02,243.52,668206.52,5981760.53,50038.37,1235.00,31.95,2.47,50029.20,1421.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.37,668058.94,5982007.80,325.04,3.02,243.52,668206.37,5981760.73,50038.51,1238.00,31.95,2.47,50029.49,1421.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.41,668058.86,5982007.91,325.04,3.02,243.52,668206.30,5981760.84,50038.51,1238.00,31.95,2.49,50029.49,1421.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.45,668058.79,5982008.01,325.04,3.02,243.52,668206.23,5981760.94,50038.82,1238.00,31.95,2.49,50029.71,1423.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.49,668058.72,5982008.11,325.04,3.02,243.52,668206.16,5981761.04,50038.98,1238.00,31.95,2.49,50029.97,1423.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.57,668058.58,5982008.31,325.04,3.02,243.52,668206.02,5981761.25,50039.10,1238.00,31.95,2.49,50029.99,1423.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.61,668058.50,5982008.43,325.04,3.02,243.49,668205.93,5981761.38,50039.10,1238.00,31.89,2.49,50030.01,1423.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.65,668058.43,5982008.52,325.04,3.02,243.49,668205.87,5981761.48,50039.10,1238.00,31.89,2.49,50030.01,1423.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.69,668058.37,5982008.62,325.04,3.02,243.49,668205.80,5981761.57,50039.29,1238.00,31.89,2.50,50030.01,1423.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.77,668058.22,5982008.82,325.04,3.02,243.49,668205.66,5981761.78,50039.50,1238.00,31.89,2.50,50030.35,1423.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.81,668058.15,5982008.92,325.04,3.02,243.49,668205.58,5981761.87,50039.56,1240.00,31.89,2.50,50030.42,1423.00,883381,883767,2.84,-0.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.86,668058.07,5982009.03,325.04,3.02,243.49,668205.51,5981761.98,50039.55,1243.00,31.89,2.50,50030.42,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.90,668058.01,5982009.12,325.04,3.02,243.49,668205.44,5981762.08,50039.73,1240.00,31.89,2.51,50030.42,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:26.94,668057.92,5982009.24,325.04,3.02,243.49,668205.35,5981762.20,50039.79,1240.00,31.89,2.51,50030.71,1426.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.02,668057.79,5982009.42,325.04,3.02,243.49,668205.23,5981762.38,50040.00,1243.00,31.89,2.51,50030.89,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.06,668057.72,5982009.52,325.04,3.02,243.49,668205.16,5981762.48,50040.05,1240.00,31.89,2.51,50031.01,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.10,668057.65,5982009.62,325.04,3.02,243.49,668205.09,5981762.58,50040.11,1240.00,31.89,2.53,50031.01,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.14,668057.57,5982009.74,325.04,3.02,243.49,668205.00,5981762.70,50040.14,1243.00,31.89,2.53,50030.98,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.22,668057.44,5982009.93,325.04,3.02,243.49,668204.86,5981762.89,50040.33,1243.00,31.89,2.53,50031.34,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.26,668057.37,5982010.03,325.04,3.02,243.49,668204.80,5981762.99,50040.45,1243.00,31.89,2.53,50031.34,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.30,668057.30,5982010.13,325.04,3.02,243.50,668204.73,5981763.08,50040.51,1243.00,31.89,2.52,50031.34,1423.00,883381,883767,2.02,0.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.34,668057.23,5982010.23,325.04,3.02,243.50,668204.66,5981763.18,50040.59,1245.00,31.89,2.52,50031.43,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.38,668057.16,5982010.33,325.04,3.02,243.50,668204.59,5981763.28,50040.51,1243.00,31.89,2.55,50031.43,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.46,668057.02,5982010.53,325.04,3.02,243.50,668204.45,5981763.48,50040.64,1245.00,31.89,2.55,50031.75,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.51,668056.95,5982010.63,325.04,3.02,243.50,668204.37,5981763.58,50040.88,1245.00,31.89,2.54,50031.75,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.55,668056.87,5982010.73,325.04,3.02,243.50,668204.30,5981763.68,50040.92,1245.00,31.89,2.54,50031.80,1426.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.59,668056.80,5982010.83,325.06,3.03,243.72,668205.48,5981764.24,50040.86,1245.00,31.89,2.56,50031.71,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.67,668056.66,5982011.03,325.06,3.03,243.71,668205.31,5981764.44,50040.88,1245.00,31.89,2.56,50031.89,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.71,668056.59,5982011.13,325.06,3.03,243.71,668205.25,5981764.54,50041.04,1243.00,31.84,2.58,50031.98,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.75,668056.52,5982011.23,325.06,3.03,243.71,668205.19,5981764.65,50041.15,1245.00,31.84,2.58,50031.98,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.81,668056.42,5982011.37,325.06,3.03,243.71,668205.06,5981764.76,50041.19,1245.00,31.84,2.57,50032.02,1423.00,883381,883767,3.10,0.78
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.87,668056.30,5982011.53,325.06,3.03,243.71,668204.96,5981764.94,50041.09,1245.00,31.84,2.57,50031.93,1423.00,883381,883767,0.69,0.11
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.91,668056.23,5982011.63,325.06,3.03,243.71,668204.89,5981765.04,50041.10,1245.00,31.84,2.56,50032.07,1426.00,883381,883767,0.69,0.11
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.95,668056.16,5982011.74,325.06,3.03,243.71,668204.83,5981765.15,50041.18,1248.00,31.84,2.56,50032.07,1426.00,883381,883767,0.69,0.11
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:27.99,668056.09,5982011.83,325.07,3.03,243.71,668204.73,5981765.23,50041.24,1245.00,31.84,2.56,50032.16,1423.00,883381,883767,0.69,0.11
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:28.03,668056.02,5982011.93,325.07,3.03,243.71,668204.67,5981765.33,50041.33,1245.00,31.84,2.56,50032.16,1423.00,883381,883767,0.69,0.11
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:28.12,668055.88,5982012.13,325.07,3.03,243.71,668204.54,5981765.55,50041.36,1245.00,31.84,2.57,50032.16,1421.00,883381,883767,0.69,0.11
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:27:28.16,668055.81,5982012.24,325.07,3.03,243.71,668204.48,5981765.65,50041.33,1245.00,31.84,2.57,50032.29,1423.00,883381,883767,0.69,0.11
