Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_2 Range to Node,SF_Port_MAG_2 Easting,SF_Port_MAG_2 Northing,Magnetic Field 30002_MAG_SFPort_2_883430 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30005_MAG_SFPort_5_883768 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:16.95,668075.27,5981984.42,325.36,3.02,197.90,668189.14,5981770.42,50013.56,1279.00,33.61,2.50,50006.49,1284.00,883430,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:16.98,668075.21,5981984.51,325.36,3.02,197.90,668189.08,5981770.51,50013.38,1282.00,33.61,2.50,50006.26,1287.00,883430,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.02,668075.14,5981984.61,325.36,3.02,197.90,668189.01,5981770.61,50013.11,1282.00,33.61,2.51,50006.26,1287.00,883430,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.11,668075.00,5981984.81,325.36,3.02,197.90,668188.87,5981770.82,50013.11,1279.00,33.61,2.50,50006.11,1284.00,883430,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.14,668074.93,5981984.91,325.36,3.02,197.91,668188.80,5981770.91,50013.00,1284.00,33.61,2.50,50006.04,1287.00,883430,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.19,668074.86,5981985.01,325.36,3.02,197.91,668188.73,5981771.01,50012.84,1279.00,33.61,2.50,50005.88,1284.00,883430,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.23,668074.79,5981985.11,325.36,3.02,197.91,668188.66,5981771.11,50012.64,1282.00,33.61,2.51,50005.88,1284.00,883430,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.31,668074.65,5981985.32,325.36,3.02,197.91,668188.53,5981771.31,50012.39,1282.00,33.57,2.51,50005.61,1287.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.35,668074.54,5981985.42,325.36,3.02,197.84,668188.52,5981771.55,50012.25,1282.00,33.61,2.51,50005.45,1287.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.39,668074.47,5981985.53,325.36,3.02,197.84,668188.45,5981771.66,50012.10,1279.00,33.57,2.51,50005.34,1284.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.43,668074.40,5981985.63,325.36,3.02,197.94,668188.49,5981771.72,50012.02,1282.00,33.61,2.50,50005.34,1284.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.51,668074.26,5981985.83,325.36,3.02,197.94,668188.36,5981771.92,50011.73,1284.00,33.57,2.49,50005.04,1287.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.55,668074.19,5981985.93,325.36,3.02,197.94,668188.29,5981772.02,50011.57,1282.00,33.61,2.49,50004.84,1287.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.59,668074.12,5981986.04,325.36,3.02,197.87,668188.19,5981772.18,50011.33,1284.00,33.61,2.49,50004.71,1287.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.63,668074.05,5981986.14,325.36,3.02,197.87,668188.12,5981772.29,50011.30,1282.00,33.61,2.51,50004.75,1284.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.67,668073.98,5981986.24,325.36,3.02,197.87,668188.06,5981772.38,50011.19,1279.00,33.61,2.51,50004.75,1284.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.76,668073.84,5981986.44,325.36,3.02,197.88,668187.92,5981772.59,50010.92,1282.00,33.61,2.52,50004.39,1287.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.80,668073.78,5981986.55,325.40,3.02,197.87,668187.85,5981772.69,50010.76,1282.00,33.57,2.52,50004.25,1289.00,883430,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.84,668073.71,5981986.65,325.40,3.02,197.87,668187.78,5981772.80,50010.74,1282.00,33.61,2.54,50004.21,1287.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.88,668073.64,5981986.75,325.40,3.02,197.88,668187.72,5981772.90,50010.42,1279.00,33.57,2.54,50004.21,1287.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:17.96,668073.50,5981986.95,325.40,3.02,197.88,668187.58,5981773.09,50010.29,1282.00,33.61,2.53,50003.86,1289.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.00,668073.43,5981987.05,325.40,3.02,197.87,668187.51,5981773.20,50010.12,1279.00,33.57,2.53,50003.71,1289.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.04,668073.36,5981987.16,325.40,3.02,197.87,668187.43,5981773.31,50009.97,1282.00,33.61,2.54,50003.62,1289.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.08,668073.29,5981987.26,325.40,3.02,197.88,668187.37,5981773.40,50009.83,1282.00,33.57,2.54,50003.48,1287.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.15,668073.18,5981987.42,325.40,3.02,197.88,668187.26,5981773.56,50009.79,1282.00,33.61,2.53,50003.48,1287.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.20,668073.08,5981987.56,325.40,3.02,197.88,668187.16,5981773.70,50009.65,1282.00,33.57,2.53,50003.26,1289.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.24,668073.01,5981987.66,325.40,3.02,197.94,668187.12,5981773.75,50009.29,1279.00,33.61,2.53,50003.08,1287.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.29,668072.94,5981987.76,325.40,3.02,197.94,668187.05,5981773.86,50009.02,1282.00,33.57,2.53,50002.85,1289.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.34,668072.85,5981987.89,325.40,3.02,197.94,668186.97,5981773.98,50009.11,1282.00,33.57,2.53,50002.85,1289.00,883430,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.41,668072.72,5981988.07,325.36,3.02,197.94,668186.84,5981774.16,50008.93,1282.00,33.57,2.55,50002.76,1287.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.45,668072.66,5981988.16,325.36,3.02,197.94,668186.78,5981774.25,50008.79,1282.00,33.57,2.55,50002.67,1289.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.49,668072.59,5981988.26,325.36,3.02,197.94,668186.71,5981774.36,50008.66,1282.00,33.57,2.55,50002.54,1289.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.53,668072.52,5981988.37,325.36,3.02,197.94,668186.64,5981774.46,50008.52,1282.00,33.61,2.54,50002.54,1289.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.61,668072.38,5981988.57,325.36,3.02,197.93,668186.49,5981774.66,50008.43,1279.00,33.57,2.57,50002.44,1289.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.65,668072.32,5981988.66,325.36,3.02,197.94,668186.43,5981774.76,50008.48,1284.00,33.57,2.57,50002.44,1289.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.69,668072.24,5981988.77,325.36,3.02,197.94,668186.36,5981774.86,50008.34,1279.00,33.57,2.57,50002.26,1289.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.73,668072.17,5981988.87,325.36,3.02,197.94,668186.29,5981774.96,50008.21,1282.00,33.61,2.56,50002.11,1292.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.77,668072.10,5981988.97,325.36,3.02,197.93,668186.21,5981775.07,50008.23,1279.00,33.57,2.56,50002.11,1292.00,883430,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.86,668071.96,5981989.18,325.36,3.02,197.94,668186.07,5981775.27,50007.98,1279.00,33.61,2.54,50002.04,1287.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.89,668071.90,5981989.27,325.36,3.02,197.94,668186.01,5981775.36,50008.03,1282.00,33.50,2.54,50001.95,1292.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.94,668071.82,5981989.38,325.36,3.02,197.94,668185.94,5981775.47,50007.93,1282.00,33.57,2.53,50001.88,1292.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:18.98,668071.75,5981989.48,325.33,3.02,197.93,668185.86,5981775.58,50007.84,1282.00,33.57,2.53,50001.88,1292.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.06,668071.62,5981989.67,325.33,3.02,197.93,668185.72,5981775.77,50007.71,1279.00,33.57,2.52,50001.68,1289.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.10,668071.55,5981989.77,325.33,3.02,197.93,668185.65,5981775.87,50007.74,1282.00,33.57,2.52,50001.68,1292.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.14,668071.47,5981989.89,325.33,3.02,197.93,668185.57,5981775.99,50007.80,1279.00,33.57,2.55,50001.75,1289.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.18,668071.40,5981989.99,325.33,3.02,197.93,668185.51,5981776.08,50007.66,1282.00,33.50,2.55,50001.75,1289.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.26,668071.26,5981990.18,325.33,3.02,197.93,668185.37,5981776.28,50007.57,1282.00,33.57,2.56,50001.58,1289.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.30,668071.20,5981990.28,325.33,3.02,197.93,668185.30,5981776.38,50007.42,1282.00,33.57,2.56,50001.43,1287.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.34,668071.12,5981990.39,325.33,3.02,197.93,668185.23,5981776.48,50007.30,1282.00,33.61,2.55,50001.27,1292.00,883430,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.38,668071.05,5981990.49,325.33,3.02,197.93,668185.16,5981776.59,50007.35,1279.00,33.57,2.55,50001.31,1289.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.42,668070.98,5981990.59,325.33,3.02,197.93,668185.10,5981776.68,50007.30,1279.00,33.57,2.63,50001.31,1289.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.51,668070.84,5981990.79,325.33,3.02,197.93,668184.95,5981776.89,50007.24,1282.00,33.50,2.55,50001.20,1292.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.55,668070.78,5981990.88,325.33,3.02,197.93,668184.89,5981776.98,50007.21,1282.00,33.57,2.55,50001.18,1292.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.59,668070.70,5981990.99,325.29,3.02,197.81,668184.93,5981777.28,50007.21,1282.00,33.57,2.55,50001.11,1289.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.63,668070.62,5981991.10,325.29,3.02,197.82,668184.85,5981777.40,50007.33,1279.00,33.57,2.54,50001.11,1289.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.71,668070.49,5981991.29,325.29,3.02,197.82,668184.73,5981777.58,50007.26,1282.00,33.57,2.54,50001.13,1292.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.75,668070.43,5981991.39,325.29,3.02,197.82,668184.66,5981777.68,50007.26,1282.00,33.57,2.54,50001.20,1292.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.79,668070.35,5981991.49,325.29,3.02,197.81,668184.58,5981777.79,50007.28,1284.00,33.57,2.54,50001.04,1292.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.85,668070.25,5981991.63,325.29,3.02,197.82,668184.48,5981777.93,50007.12,1282.00,33.57,2.55,50001.04,1289.00,883430,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.91,668070.14,5981991.79,325.29,3.02,197.82,668184.38,5981778.09,50007.12,1279.00,33.57,2.58,50001.07,1292.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.95,668070.07,5981991.90,325.29,3.02,197.82,668184.30,5981778.20,50007.06,1282.00,33.57,2.58,50001.00,1292.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:19.99,668070.00,5981991.99,325.29,3.02,197.81,668184.23,5981778.29,50006.99,1279.00,33.57,2.58,50000.84,1289.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.04,668069.93,5981992.10,325.29,3.02,197.81,668184.16,5981778.40,50006.80,1282.00,33.61,2.54,50000.86,1292.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.08,668069.86,5981992.20,325.29,3.02,197.81,668184.09,5981778.49,50007.06,1282.00,33.50,2.54,50000.86,1292.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.16,668069.72,5981992.40,325.29,3.02,197.82,668183.95,5981778.70,50006.99,1284.00,33.57,2.56,50000.93,1292.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.20,668069.65,5981992.50,325.29,3.02,197.82,668183.89,5981778.79,50006.94,1282.00,33.50,2.56,50000.86,1289.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.24,668069.57,5981992.60,325.29,3.02,197.74,668183.77,5981778.96,50006.88,1282.00,33.57,2.57,50000.84,1292.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.28,668069.50,5981992.70,325.29,3.02,197.74,668183.70,5981779.06,50006.80,1279.00,33.57,2.57,50000.84,1292.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.36,668069.36,5981992.90,325.29,3.02,197.75,668183.56,5981779.26,50006.80,1277.00,33.57,2.57,50000.80,1292.00,883430,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.40,668069.29,5981992.99,325.29,3.02,197.74,668183.49,5981779.35,50006.83,1282.00,33.50,2.57,50000.86,1292.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.44,668069.22,5981993.10,325.29,3.02,197.74,668183.42,5981779.46,50006.99,1282.00,33.57,2.57,50000.86,1289.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.48,668069.15,5981993.20,325.29,3.02,197.74,668183.35,5981779.56,50006.83,1282.00,33.57,2.57,50000.80,1294.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.52,668069.08,5981993.30,325.29,3.02,197.74,668183.28,5981779.66,50006.67,1282.00,33.57,2.56,50000.80,1294.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.60,668068.94,5981993.51,325.29,3.02,197.69,668183.11,5981779.91,50006.76,1282.00,33.57,2.61,50000.75,1292.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.64,668068.87,5981993.60,325.29,3.02,197.69,668183.04,5981780.01,50006.83,1282.00,33.57,2.61,50000.82,1292.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.69,668068.79,5981993.71,325.29,3.02,197.69,668182.97,5981780.12,50006.85,1282.00,33.50,2.61,50000.84,1292.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.73,668068.72,5981993.81,325.29,3.02,197.69,668182.90,5981780.22,50006.83,1282.00,33.61,2.61,50000.84,1292.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.81,668068.58,5981994.01,325.25,3.02,197.69,668182.75,5981780.41,50006.58,1279.00,33.50,2.59,50000.57,1292.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.87,668068.47,5981994.16,325.25,3.02,197.69,668182.64,5981780.57,50006.49,1284.00,33.57,2.59,50000.59,1294.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.89,668068.43,5981994.21,325.25,3.02,197.69,668182.61,5981780.62,50006.65,1279.00,33.50,2.59,50000.64,1292.00,883430,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:20.93,668068.36,5981994.31,325.25,3.02,197.69,668182.54,5981780.72,50006.62,1282.00,33.61,2.58,50000.64,1292.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.01,668068.22,5981994.50,325.25,3.02,197.69,668182.39,5981780.91,50006.65,1282.00,33.57,2.56,50000.73,1292.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.05,668068.15,5981994.60,325.25,3.02,197.69,668182.33,5981781.01,50006.49,1279.00,33.61,2.56,50000.57,1292.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.09,668068.08,5981994.70,325.25,3.02,197.69,668182.26,5981781.11,50006.53,1282.00,33.57,2.56,50000.59,1294.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.13,668068.01,5981994.81,325.25,3.02,197.69,668182.18,5981781.22,50006.65,1282.00,33.57,2.54,50000.66,1294.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.17,668067.94,5981994.91,325.25,3.02,197.69,668182.12,5981781.32,50006.62,1282.00,33.57,2.54,50000.66,1294.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.26,668067.79,5981995.12,325.25,3.02,197.80,668182.02,5981781.43,50006.56,1279.00,33.57,2.58,50000.53,1292.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.29,668067.73,5981995.20,325.25,3.02,197.80,668181.96,5981781.51,50006.44,1282.00,33.57,2.58,50000.54,1292.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.34,668067.65,5981995.31,325.25,3.02,197.80,668181.89,5981781.62,50006.47,1282.00,33.57,2.55,50000.53,1294.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.39,668067.57,5981995.43,325.25,3.02,197.80,668181.80,5981781.74,50006.58,1279.00,33.50,2.55,50000.53,1294.00,883430,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.46,668067.44,5981995.60,325.16,3.02,197.81,668181.68,5981781.91,50006.80,1282.00,33.57,2.56,50000.80,1294.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.50,668067.37,5981995.70,325.16,3.02,197.81,668181.61,5981782.00,50006.74,1282.00,33.57,2.56,50000.80,1294.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.54,668067.30,5981995.81,325.16,3.02,197.82,668181.54,5981782.11,50006.67,1282.00,33.57,2.57,50000.68,1294.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.58,668067.23,5981995.91,325.16,3.02,197.82,668181.47,5981782.21,50006.69,1282.00,33.57,2.57,50000.68,1294.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.66,668067.09,5981996.11,325.16,3.02,197.80,668181.34,5981782.43,50006.80,1279.00,33.61,2.57,50000.77,1294.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.70,668067.02,5981996.21,325.16,3.02,197.80,668181.27,5981782.53,50006.76,1282.00,33.57,2.57,50000.80,1296.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.74,668066.95,5981996.31,325.16,3.02,197.80,668181.20,5981782.64,50006.79,1279.00,33.57,2.56,50000.73,1292.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.79,668066.87,5981996.42,325.16,3.02,197.80,668181.32,5981782.85,50006.71,1282.00,33.57,2.56,50000.80,1294.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.83,668066.80,5981996.51,325.16,3.02,197.80,668181.25,5981782.95,50006.89,1279.00,33.57,2.57,50000.80,1294.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.91,668066.66,5981996.71,325.16,3.02,197.80,668181.12,5981783.14,50007.10,1282.00,33.57,2.56,50001.04,1294.00,883430,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.95,668066.60,5981996.81,325.16,3.02,197.80,668181.05,5981783.24,50006.99,1279.00,33.61,2.56,50001.02,1294.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:21.99,668066.52,5981996.91,325.12,3.02,197.80,668180.97,5981783.35,50007.12,1282.00,33.57,2.56,50001.00,1296.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.03,668066.44,5981997.01,325.12,3.02,197.80,668180.91,5981783.45,50007.06,1282.00,33.61,2.56,50001.00,1296.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.11,668066.31,5981997.21,325.12,3.02,197.80,668180.77,5981783.65,50007.17,1279.00,33.57,2.56,50001.18,1294.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.15,668066.24,5981997.31,325.12,3.02,197.80,668180.71,5981783.75,50007.30,1282.00,33.61,2.56,50001.22,1296.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.19,668066.16,5981997.42,325.12,3.02,197.81,668180.64,5981783.86,50007.37,1279.00,33.57,2.56,50001.20,1294.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.23,668066.09,5981997.52,325.12,3.02,197.81,668180.57,5981783.96,50007.44,1282.00,33.61,2.55,50001.31,1296.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.27,668066.03,5981997.61,325.12,3.02,197.81,668180.51,5981784.05,50007.57,1282.00,33.57,2.55,50001.31,1296.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.36,668065.88,5981997.83,325.12,3.02,197.81,668180.35,5981784.27,50007.75,1279.00,33.61,2.56,50001.70,1294.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.39,668065.82,5981997.92,325.12,3.02,197.81,668180.29,5981784.36,50008.01,1282.00,33.57,2.56,50001.77,1294.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.44,668065.74,5981998.03,325.12,3.02,197.80,668180.21,5981784.47,50008.07,1279.00,33.61,2.55,50001.90,1294.00,883430,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.48,668065.67,5981998.13,325.12,3.02,197.80,668180.14,5981784.57,50008.21,1282.00,33.57,2.55,50001.90,1294.00,883430,883768,-3.13,-2.37
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,02:27:22.56,668065.53,5981998.33,325.12,3.02,197.81,668180.01,5981784.77,50008.11,1282.00,33.57,2.59,50001.97,1294.00,883430,883768,-3.13,-2.37
