Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_2 Range to Node,SF_Port_MAG_2 Easting,SF_Port_MAG_2 Northing,Magnetic Field 30002_MAG_SFPort_2_883430 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30005_MAG_SFPort_5_883768 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:42.91,662835.50,5988817.03,325.30,2.74,197.39,662968.26,5988614.87,50040.33,1284.00,37.67,2.37,50032.75,1277.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:42.95,662835.44,5988817.12,325.30,2.74,197.39,662968.20,5988614.96,50040.42,1284.00,37.74,2.37,50032.88,1277.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:42.99,662835.37,5988817.21,325.30,2.74,197.39,662968.14,5988615.05,50040.41,1282.00,37.67,2.40,50032.88,1279.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.03,662835.31,5988817.30,325.30,2.74,197.39,662968.08,5988615.14,50040.56,1282.00,37.67,2.40,50032.88,1279.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.11,662835.18,5988817.49,325.30,2.74,197.39,662967.95,5988615.32,50040.36,1284.00,37.67,2.42,50032.84,1279.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.15,662835.12,5988817.58,325.30,2.74,197.39,662967.89,5988615.41,50040.32,1282.00,37.67,2.42,50032.81,1277.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.20,662835.06,5988817.67,325.30,2.74,197.39,662967.82,5988615.51,50040.33,1282.00,37.63,2.42,50032.75,1279.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.24,662834.99,5988817.76,325.30,2.74,197.39,662967.76,5988615.60,50040.47,1282.00,37.67,2.42,50032.93,1279.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.32,662834.86,5988817.96,325.30,2.74,197.39,662967.63,5988615.80,50040.32,1279.00,37.63,2.43,50032.75,1279.00,883430,883768,0.55,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.36,662834.80,5988818.04,325.30,2.74,197.32,662967.92,5988616.20,50040.24,1282.00,37.67,2.43,50032.75,1279.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.40,662834.74,5988818.13,325.30,2.74,197.32,662967.86,5988616.29,50040.32,1282.00,37.63,2.41,50032.72,1279.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.44,662834.68,5988818.23,325.30,2.74,197.32,662967.80,5988616.38,50040.32,1284.00,37.67,2.41,50032.84,1274.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.53,662834.54,5988818.42,325.30,2.74,197.32,662967.66,5988616.58,50040.38,1284.00,37.63,2.43,50032.84,1277.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.56,662834.49,5988818.50,325.30,2.74,197.32,662967.61,5988616.66,50040.41,1284.00,37.67,2.43,50032.84,1277.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.60,662834.42,5988818.59,325.30,2.74,197.32,662967.55,5988616.75,50040.29,1284.00,37.63,2.43,50032.75,1277.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.65,662834.35,5988818.70,325.33,2.74,197.33,662967.47,5988616.85,50040.27,1282.00,37.63,2.43,50032.79,1277.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.73,662834.23,5988818.87,325.33,2.74,197.33,662967.35,5988617.03,50040.20,1284.00,37.63,2.45,50032.72,1277.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.77,662834.17,5988818.96,325.33,2.74,197.33,662967.29,5988617.12,50040.27,1284.00,37.67,2.44,50032.72,1277.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.81,662834.10,5988819.06,325.33,2.74,197.33,662967.22,5988617.21,50040.29,1284.00,37.63,2.44,50032.75,1274.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.85,662834.04,5988819.15,325.33,2.74,197.33,662967.16,5988617.30,50040.14,1284.00,37.67,2.44,50032.75,1279.00,883430,883768,0.04,0.90
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.89,662833.98,5988819.24,325.33,2.74,197.33,662967.10,5988617.39,50040.11,1282.00,37.59,2.45,50032.61,1277.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:43.97,662833.85,5988819.42,325.33,2.74,197.33,662966.98,5988617.58,50040.23,1284.00,37.63,2.45,50032.75,1282.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.01,662833.79,5988819.51,325.33,2.74,197.33,662966.91,5988617.66,50040.33,1282.00,37.59,2.45,50032.75,1282.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.05,662833.73,5988819.61,325.33,2.74,197.33,662966.84,5988617.76,50040.32,1282.00,37.63,2.45,50032.79,1277.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.09,662833.66,5988819.70,325.33,2.74,197.33,662966.78,5988617.85,50040.20,1282.00,37.63,2.49,50032.76,1282.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.17,662833.54,5988819.88,325.33,2.74,197.33,662966.66,5988618.04,50040.18,1279.00,37.59,2.49,50032.75,1277.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.21,662833.47,5988819.97,325.33,2.74,197.33,662966.60,5988618.13,50040.32,1279.00,37.59,2.49,50032.75,1277.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.25,662833.41,5988820.07,325.33,2.74,197.33,662966.54,5988618.23,50040.38,1282.00,37.59,2.49,50032.84,1282.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.29,662833.34,5988820.16,325.33,2.75,197.22,662966.40,5988618.40,50040.32,1282.00,37.59,2.46,50032.88,1279.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.34,662833.28,5988820.26,325.33,2.75,197.22,662966.33,5988618.50,50040.29,1284.00,37.63,2.46,50032.75,1277.00,883430,883768,8.45,1.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.42,662833.15,5988820.43,325.33,2.75,197.22,662966.21,5988618.68,50040.18,1284.00,37.59,2.48,50032.81,1277.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.46,662833.09,5988820.53,325.33,2.75,197.21,662966.15,5988618.78,50040.24,1284.00,37.63,2.48,50032.70,1277.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.50,662833.03,5988820.62,325.33,2.75,197.21,662966.09,5988618.87,50040.27,1282.00,37.59,2.51,50032.84,1274.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.55,662832.95,5988820.73,325.33,2.75,197.21,662966.01,5988618.98,50040.38,1282.00,37.59,2.51,50032.79,1274.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.62,662832.84,5988820.90,325.33,2.75,197.22,662965.90,5988619.15,50040.23,1284.00,37.53,2.48,50032.75,1274.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.66,662832.77,5988820.99,325.33,2.75,197.22,662965.84,5988619.24,50040.20,1282.00,37.59,2.48,50032.75,1274.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.70,662832.70,5988821.08,325.33,2.75,197.28,662965.80,5988619.28,50040.18,1282.00,37.59,2.51,50032.63,1277.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.74,662832.64,5988821.17,325.33,2.75,197.28,662965.74,5988619.37,50040.24,1282.00,37.59,2.51,50032.75,1279.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.85,662832.48,5988821.41,325.33,2.75,197.29,662965.58,5988619.60,50040.18,1279.00,37.59,2.52,50032.57,1282.00,883430,883768,5.08,0.48
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.86,662832.45,5988821.45,325.33,2.75,197.29,662965.55,5988619.64,50040.06,1282.00,37.59,2.52,50032.57,1282.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.90,662832.39,5988821.54,325.33,2.75,197.29,662965.49,5988619.73,50040.05,1279.00,37.59,2.52,50032.52,1282.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.95,662832.32,5988821.63,325.33,2.75,197.29,662965.43,5988619.82,50040.09,1284.00,37.59,2.52,50032.57,1282.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:44.99,662832.26,5988821.72,325.33,2.75,197.30,662965.36,5988619.90,50040.06,1282.00,37.53,2.51,50032.65,1284.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.07,662832.13,5988821.90,325.33,2.75,197.30,662965.24,5988620.08,50040.18,1284.00,37.59,2.53,50032.52,1282.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.11,662832.07,5988821.99,325.33,2.75,197.30,662965.17,5988620.18,50039.93,1284.00,37.53,2.53,50032.52,1282.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.15,662832.00,5988822.08,325.33,2.75,197.30,662965.11,5988620.27,50039.96,1282.00,37.53,2.53,50032.43,1279.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.19,662831.94,5988822.18,325.33,2.75,197.30,662965.05,5988620.36,50039.97,1284.00,37.53,2.52,50032.52,1282.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.27,662831.81,5988822.36,325.33,2.75,197.30,662964.92,5988620.55,50040.09,1282.00,37.53,2.52,50032.57,1279.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.31,662831.75,5988822.45,325.33,2.75,197.34,662964.88,5988620.60,50040.00,1282.00,37.49,2.52,50032.57,1279.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.35,662831.69,5988822.54,325.33,2.75,197.34,662964.81,5988620.69,50039.93,1284.00,37.53,2.52,50032.47,1282.00,883430,883768,2.34,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.39,662831.62,5988822.64,325.33,2.75,197.34,662964.75,5988620.79,50039.86,1279.00,37.49,2.56,50032.47,1279.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.43,662831.56,5988822.73,325.33,2.75,197.34,662964.69,5988620.88,50039.88,1284.00,37.53,2.56,50032.43,1282.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.51,662831.43,5988822.92,325.35,2.75,197.41,662964.24,5988620.77,50039.96,1282.00,37.49,2.57,50032.40,1282.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.55,662831.37,5988823.01,325.35,2.75,197.41,662964.18,5988620.86,50039.84,1284.00,37.53,2.57,50032.57,1279.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.60,662831.30,5988823.10,325.35,2.75,197.41,662964.11,5988620.95,50039.78,1284.00,37.49,2.61,50032.29,1282.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.64,662831.24,5988823.19,325.35,2.75,197.39,662964.04,5988621.07,50039.86,1284.00,37.53,2.61,50032.38,1282.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.72,662831.11,5988823.37,325.35,2.75,197.39,662963.91,5988621.24,50039.84,1284.00,37.49,2.57,50032.43,1282.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.76,662831.05,5988823.46,325.35,2.75,197.39,662963.85,5988621.34,50039.82,1284.00,37.53,2.57,50032.43,1282.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.80,662830.98,5988823.56,325.35,2.75,197.39,662963.79,5988621.43,50039.97,1284.00,37.49,2.55,50032.43,1279.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.87,662830.88,5988823.72,325.35,2.75,197.39,662963.68,5988621.59,50039.73,1282.00,37.49,2.59,50032.34,1282.00,883430,883768,4.13,-0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.92,662830.79,5988823.83,325.35,2.75,197.39,662963.60,5988621.70,50039.78,1282.00,37.49,2.59,50032.31,1284.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:45.96,662830.73,5988823.92,325.35,2.75,197.39,662963.53,5988621.79,50039.70,1282.00,37.49,2.59,50032.31,1284.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.00,662830.67,5988824.02,325.36,2.75,197.40,662963.47,5988621.88,50039.82,1282.00,37.49,2.61,50032.32,1282.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.04,662830.61,5988824.11,325.36,2.75,197.40,662963.41,5988621.97,50039.78,1284.00,37.49,2.61,50032.40,1284.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.08,662830.54,5988824.20,325.36,2.75,197.40,662963.34,5988622.06,50039.70,1284.00,37.42,2.57,50032.29,1282.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.17,662830.41,5988824.38,325.36,2.75,197.40,662963.21,5988622.24,50039.68,1284.00,37.53,2.58,50032.25,1282.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.21,662830.35,5988824.47,325.36,2.75,197.40,662963.15,5988622.32,50039.61,1287.00,37.42,2.58,50032.20,1284.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.25,662830.29,5988824.57,325.36,2.75,197.40,662963.08,5988622.42,50039.68,1284.00,37.49,2.58,50032.34,1282.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.29,662830.22,5988824.67,325.36,2.75,197.39,662963.00,5988622.53,50039.59,1284.00,37.49,2.62,50032.29,1282.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.38,662830.09,5988824.87,325.36,2.75,197.39,662962.86,5988622.72,50039.43,1282.00,37.49,2.59,50032.02,1284.00,883430,883768,5.15,0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.41,662830.03,5988824.94,325.36,2.75,197.39,662962.80,5988622.79,50039.46,1282.00,37.42,2.59,50032.02,1284.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.45,662829.97,5988825.03,325.36,2.75,197.39,662962.74,5988622.88,50039.41,1284.00,37.49,2.59,50032.07,1284.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.49,662829.91,5988825.13,325.36,2.75,197.39,662962.67,5988622.97,50039.52,1282.00,37.42,2.60,50032.11,1287.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.58,662829.78,5988825.32,325.36,2.75,197.39,662962.54,5988623.16,50039.41,1284.00,37.49,2.60,50031.98,1289.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.62,662829.71,5988825.42,325.36,2.75,197.39,662962.47,5988623.25,50039.28,1284.00,37.42,2.60,50031.98,1289.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.65,662829.65,5988825.50,325.36,2.75,197.39,662962.41,5988623.33,50039.25,1284.00,37.49,2.60,50031.93,1287.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.70,662829.59,5988825.60,325.42,2.75,197.46,662962.40,5988623.39,50039.19,1287.00,37.42,2.58,50031.98,1287.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.74,662829.53,5988825.68,325.42,2.75,197.46,662962.34,5988623.47,50039.23,1284.00,37.49,2.58,50031.93,1284.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.82,662829.41,5988825.86,325.42,2.75,197.46,662962.23,5988623.66,50039.19,1284.00,37.42,2.62,50031.84,1289.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.86,662829.34,5988825.95,325.42,2.75,197.46,662962.16,5988623.75,50039.11,1284.00,37.49,2.62,50031.84,1289.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.90,662829.28,5988826.05,325.42,2.75,197.46,662962.10,5988623.84,50039.01,1284.00,37.42,2.63,50031.71,1287.00,883430,883768,-6.65,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:46.94,662829.21,5988826.14,325.42,2.75,197.46,662962.03,5988623.93,50039.01,1284.00,37.49,2.63,50031.66,1289.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.02,662829.09,5988826.33,325.42,2.75,197.46,662961.92,5988624.12,50038.98,1282.00,37.42,2.62,50031.66,1289.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.06,662829.03,5988826.41,325.42,2.75,197.46,662961.85,5988624.21,50039.01,1284.00,37.49,2.62,50031.66,1289.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.10,662828.97,5988826.51,325.42,2.75,197.46,662961.79,5988624.30,50038.87,1284.00,37.42,2.60,50031.52,1292.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.14,662828.90,5988826.60,325.42,2.75,197.47,662961.72,5988624.39,50038.82,1284.00,37.49,2.60,50031.61,1292.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.18,662828.84,5988826.70,325.42,2.75,197.47,662961.65,5988624.48,50038.78,1284.00,37.42,2.61,50031.57,1292.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.27,662828.71,5988826.88,325.44,2.74,197.42,662961.51,5988624.71,50038.93,1284.00,37.49,2.61,50031.57,1289.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.30,662828.65,5988826.97,325.44,2.74,197.42,662961.45,5988624.79,50038.69,1287.00,37.42,2.61,50031.61,1294.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.35,662828.59,5988827.06,325.44,2.74,197.42,662961.38,5988624.88,50038.64,1282.00,37.49,2.61,50031.43,1292.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.39,662828.52,5988827.17,325.44,2.74,197.42,662961.31,5988624.99,50038.64,1284.00,37.42,2.64,50031.43,1292.00,883430,883768,2.91,0.23
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.47,662828.41,5988827.35,325.44,2.74,197.42,662961.21,5988625.17,50038.69,1284.00,37.49,2.64,50031.52,1292.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.51,662828.35,5988827.44,325.44,2.74,197.42,662961.14,5988625.26,50038.70,1282.00,37.42,2.64,50031.52,1292.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.55,662828.28,5988827.53,325.44,2.74,197.42,662961.07,5988625.35,50038.55,1282.00,37.42,2.64,50031.43,1294.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.59,662828.22,5988827.62,325.44,2.74,197.42,662961.01,5988625.44,50038.37,1282.00,37.42,2.61,50031.25,1294.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.67,662828.09,5988827.80,325.44,2.74,197.37,662960.92,5988625.70,50038.46,1282.00,37.49,2.63,50031.25,1294.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.71,662828.03,5988827.89,325.44,2.74,197.37,662960.86,5988625.79,50038.28,1282.00,37.42,2.63,50031.25,1294.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.75,662827.97,5988827.99,325.44,2.74,197.38,662960.79,5988625.88,50038.42,1282.00,37.49,2.63,50031.21,1294.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.79,662827.90,5988828.08,325.44,2.74,197.38,662960.72,5988625.97,50038.30,1284.00,37.42,2.61,50031.25,1294.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.83,662827.84,5988828.17,325.45,2.74,197.33,662960.65,5988626.12,50038.24,1284.00,37.42,2.61,50031.16,1294.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.92,662827.72,5988828.36,325.45,2.74,197.33,662960.52,5988626.30,50038.19,1287.00,37.42,2.64,50031.12,1294.00,883430,883768,5.37,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:47.95,662827.65,5988828.45,325.45,2.74,197.33,662960.46,5988626.38,50038.15,1284.00,37.49,2.64,50031.16,1292.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.00,662827.59,5988828.54,325.45,2.74,197.33,662960.40,5988626.48,50038.24,1287.00,37.42,2.65,50031.12,1292.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.04,662827.52,5988828.63,325.45,2.74,197.33,662960.34,5988626.57,50038.33,1284.00,37.49,2.65,50031.10,1294.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.12,662827.40,5988828.81,325.45,2.74,197.33,662960.21,5988626.75,50038.19,1284.00,37.42,2.61,50030.98,1294.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.16,662827.34,5988828.90,325.45,2.74,197.33,662960.14,5988626.84,50038.10,1287.00,37.49,2.61,50030.98,1294.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.20,662827.27,5988829.00,325.45,2.74,197.33,662960.07,5988626.93,50038.06,1282.00,37.42,2.61,50031.03,1294.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.24,662827.21,5988829.09,325.45,2.74,197.33,662960.01,5988627.02,50038.10,1284.00,37.49,2.61,50030.98,1292.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.32,662827.08,5988829.27,325.45,2.74,197.41,662959.92,5988627.15,50038.12,1282.00,37.42,2.65,50030.98,1296.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.36,662827.02,5988829.36,325.45,2.74,197.41,662959.86,5988627.24,50037.96,1282.00,37.49,2.62,50030.98,1296.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.42,662826.93,5988829.50,325.45,2.74,197.41,662959.76,5988627.37,50038.01,1282.00,37.42,2.62,50030.98,1296.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.44,662826.90,5988829.55,325.45,2.74,197.41,662959.73,5988627.42,50038.01,1282.00,37.49,2.62,50030.98,1296.00,883430,883768,-1.56,0.24
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:19:48.49,662826.83,5988829.64,325.43,2.74,197.41,662959.69,5988627.52,50037.96,1284.00,37.42,2.62,50030.94,1296.00,883430,883768,3.91,0.56
