Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_4 Range to Node,SF_Port_MAG_4 Easting,SF_Port_MAG_4 Northing,Magnetic Field 30004_MAG_SFPort_4_883425 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30008_MAG_SFPort_8_883439 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:16.90,668075.34,5981984.31,325.36,3.02,197.90,668191.14,5981771.38,50024.00,1531.00,34.64,2.52,50015.64,1582.00,883425,883439,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:16.99,668075.20,5981984.52,325.36,3.02,197.90,668191.00,5981771.58,50023.80,1533.00,34.64,2.52,50015.55,1582.00,883425,883439,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.02,668075.14,5981984.61,325.36,3.02,197.91,668190.94,5981771.67,50023.64,1528.00,34.64,2.54,50015.55,1582.00,883425,883439,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.06,668075.07,5981984.70,325.36,3.02,197.91,668190.87,5981771.77,50023.46,1533.00,34.64,2.54,50015.39,1582.00,883425,883439,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.11,668074.99,5981984.82,325.36,3.02,197.91,668190.80,5981771.88,50023.44,1531.00,34.64,2.55,50015.32,1584.00,883425,883439,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.15,668074.93,5981984.91,325.36,3.02,197.91,668190.73,5981771.97,50023.23,1531.00,34.64,2.55,50015.10,1582.00,883425,883439,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.23,668074.79,5981985.12,325.36,3.02,197.91,668190.59,5981772.18,50023.03,1533.00,34.64,2.53,50014.92,1582.00,883425,883439,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.29,668074.69,5981985.26,325.36,3.02,197.91,668190.50,5981772.31,50022.90,1528.00,34.64,2.53,50014.92,1582.00,883425,883439,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.31,668074.65,5981985.32,325.36,3.02,197.91,668190.46,5981772.37,50022.73,1533.00,34.64,2.53,50014.78,1584.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.35,668074.54,5981985.43,325.36,3.02,197.85,668190.45,5981772.61,50022.62,1531.00,34.64,2.53,50014.65,1582.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.43,668074.40,5981985.64,325.36,3.02,197.94,668190.42,5981772.78,50022.46,1533.00,34.64,2.53,50014.33,1584.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.47,668074.33,5981985.73,325.36,3.02,197.95,668190.36,5981772.87,50022.31,1531.00,34.64,2.53,50014.33,1584.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.51,668074.26,5981985.84,325.36,3.02,197.95,668190.28,5981772.98,50022.08,1531.00,34.59,2.54,50014.24,1582.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.55,668074.19,5981985.93,325.36,3.02,197.95,668190.22,5981773.07,50022.01,1533.00,34.59,2.54,50014.15,1584.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.64,668074.05,5981986.15,325.36,3.02,197.88,668190.05,5981773.35,50021.76,1533.00,34.59,2.54,50013.79,1584.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.68,668073.98,5981986.24,325.36,3.02,197.88,668189.99,5981773.44,50021.76,1533.00,34.59,2.54,50013.79,1584.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.71,668073.92,5981986.34,325.36,3.02,197.89,668189.92,5981773.54,50021.58,1528.00,34.59,2.54,50013.74,1584.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.76,668073.84,5981986.45,325.36,3.02,197.89,668189.84,5981773.65,50021.36,1533.00,34.59,2.54,50013.61,1582.00,883425,883439,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.84,668073.71,5981986.65,325.40,3.02,197.89,668189.71,5981773.85,50021.27,1531.00,34.59,2.54,50013.43,1582.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.88,668073.64,5981986.76,325.40,3.02,197.89,668189.64,5981773.96,50021.10,1531.00,34.59,2.54,50013.23,1584.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.92,668073.56,5981986.86,325.40,3.02,197.89,668189.58,5981774.06,50020.95,1536.00,34.59,2.55,50013.23,1584.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:17.96,668073.50,5981986.95,325.40,3.02,197.89,668189.51,5981774.15,50020.82,1531.00,34.59,2.55,50013.11,1582.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.00,668073.43,5981987.06,325.40,3.02,197.88,668189.43,5981774.26,50020.68,1533.00,34.59,2.54,50013.02,1584.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.08,668073.28,5981987.26,325.40,3.02,197.89,668189.29,5981774.46,50020.59,1531.00,34.64,2.54,50012.88,1584.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.15,668073.17,5981987.42,325.40,3.02,197.89,668189.19,5981774.62,50020.45,1533.00,34.64,2.53,50012.88,1584.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.19,668073.11,5981987.51,325.40,3.02,197.89,668189.13,5981774.71,50020.41,1533.00,34.64,2.53,50012.70,1582.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.21,668073.08,5981987.57,325.40,3.02,197.89,668189.09,5981774.76,50020.27,1533.00,34.64,2.56,50012.64,1582.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.29,668072.93,5981987.76,325.40,3.02,197.94,668188.98,5981774.92,50019.91,1533.00,34.64,2.56,50012.20,1582.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.34,668072.85,5981987.89,325.40,3.02,197.95,668188.90,5981775.04,50019.86,1533.00,34.64,2.55,50012.28,1584.00,883425,883439,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.37,668072.80,5981987.96,325.40,3.02,197.95,668188.85,5981775.11,50019.82,1536.00,34.64,2.55,50012.28,1584.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.41,668072.72,5981988.07,325.36,3.02,197.94,668188.77,5981775.22,50019.64,1531.00,34.64,2.54,50011.98,1584.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.45,668072.66,5981988.16,325.36,3.02,197.94,668188.70,5981775.32,50019.53,1536.00,34.64,2.54,50011.96,1584.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.53,668072.52,5981988.37,325.36,3.02,197.95,668188.56,5981775.52,50019.46,1533.00,34.64,2.55,50011.87,1584.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.57,668072.45,5981988.46,325.36,3.02,197.95,668188.50,5981775.61,50019.32,1536.00,34.64,2.55,50011.87,1584.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.61,668072.38,5981988.57,325.36,3.02,197.94,668188.42,5981775.72,50019.32,1536.00,34.59,2.56,50011.71,1587.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.65,668072.31,5981988.67,325.36,3.02,197.94,668188.35,5981775.82,50019.23,1533.00,34.59,2.56,50011.69,1584.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.74,668072.17,5981988.88,325.36,3.02,197.95,668188.21,5981776.02,50019.17,1536.00,34.59,2.56,50011.51,1584.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.77,668072.10,5981988.97,325.36,3.02,197.94,668188.14,5981776.13,50019.10,1533.00,34.59,2.56,50011.51,1584.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.83,668072.01,5981989.11,325.36,3.02,197.94,668188.05,5981776.26,50018.96,1536.00,34.59,2.56,50011.55,1582.00,883425,883439,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.86,668071.96,5981989.18,325.36,3.02,197.94,668188.00,5981776.33,50018.96,1533.00,34.59,2.56,50011.39,1584.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.94,668071.82,5981989.38,325.36,3.02,197.95,668187.87,5981776.53,50018.85,1533.00,34.59,2.56,50011.25,1584.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:18.98,668071.75,5981989.48,325.33,3.02,197.93,668187.78,5981776.64,50018.78,1536.00,34.59,2.56,50011.24,1582.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.02,668071.68,5981989.58,325.33,3.02,197.93,668187.71,5981776.74,50018.78,1533.00,34.59,2.56,50011.24,1582.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.06,668071.61,5981989.68,325.33,3.02,197.93,668187.65,5981776.84,50018.72,1538.00,34.59,2.56,50011.19,1584.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.10,668071.55,5981989.78,325.33,3.02,197.94,668187.58,5981776.93,50018.69,1533.00,34.59,2.56,50011.16,1584.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.18,668071.40,5981989.99,325.33,3.02,197.94,668187.44,5981777.14,50018.69,1536.00,34.59,2.56,50010.98,1584.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.22,668071.33,5981990.08,325.33,3.02,197.93,668187.37,5981777.24,50018.60,1533.00,34.59,2.56,50010.98,1584.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.26,668071.26,5981990.18,325.33,3.02,197.94,668187.30,5981777.34,50018.44,1536.00,34.59,2.56,50011.01,1582.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.30,668071.19,5981990.29,325.33,3.02,197.94,668187.23,5981777.44,50018.46,1536.00,34.59,2.55,50011.01,1584.00,883425,883439,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.39,668071.05,5981990.49,325.33,3.02,197.94,668187.09,5981777.65,50018.36,1533.00,34.59,2.55,50010.83,1587.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.43,668070.98,5981990.59,325.33,3.02,197.94,668187.02,5981777.75,50018.37,1538.00,34.59,2.58,50010.78,1587.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.46,668070.92,5981990.69,325.33,3.02,197.94,668186.96,5981777.84,50018.33,1533.00,34.59,2.58,50010.78,1587.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.51,668070.84,5981990.79,325.33,3.02,197.93,668186.88,5981777.95,50018.31,1536.00,34.59,2.56,50010.76,1587.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.55,668070.77,5981990.89,325.33,3.02,197.94,668186.81,5981778.05,50018.28,1536.00,34.59,2.56,50010.78,1584.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.63,668070.62,5981991.10,325.29,3.02,197.82,668186.78,5981778.46,50018.33,1538.00,34.59,2.56,50010.80,1587.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.67,668070.56,5981991.19,325.29,3.02,197.82,668186.72,5981778.54,50018.44,1536.00,34.59,2.56,50010.80,1587.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.71,668070.49,5981991.29,325.29,3.02,197.83,668186.66,5981778.64,50018.28,1533.00,34.59,2.59,50010.74,1584.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.75,668070.42,5981991.40,325.29,3.02,197.83,668186.58,5981778.75,50018.28,1536.00,34.59,2.59,50010.78,1587.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.85,668070.25,5981991.64,325.29,3.02,197.82,668186.41,5981779.00,50018.31,1536.00,34.59,2.58,50010.74,1584.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.87,668070.21,5981991.69,325.29,3.02,197.82,668186.37,5981779.05,50018.19,1538.00,34.59,2.58,50010.74,1584.00,883425,883439,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.91,668070.14,5981991.80,325.29,3.02,197.82,668186.30,5981779.15,50018.22,1536.00,34.59,2.59,50010.60,1584.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:19.96,668070.07,5981991.91,325.29,3.02,197.83,668186.23,5981779.26,50018.19,1538.00,34.59,2.59,50010.56,1584.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.04,668069.93,5981992.10,325.29,3.02,197.82,668186.08,5981779.46,50018.01,1538.00,34.59,2.57,50010.56,1584.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.08,668069.86,5981992.20,325.29,3.02,197.82,668186.02,5981779.55,50018.08,1536.00,34.59,2.57,50010.56,1584.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.11,668069.79,5981992.29,325.29,3.02,197.82,668185.95,5981779.65,50018.19,1538.00,34.59,2.58,50010.60,1587.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.16,668069.71,5981992.41,325.29,3.02,197.82,668185.88,5981779.76,50018.04,1536.00,34.59,2.58,50010.47,1587.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.20,668069.65,5981992.50,325.29,3.02,197.83,668185.81,5981779.86,50018.10,1538.00,34.59,2.56,50010.49,1584.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.28,668069.50,5981992.70,325.29,3.02,197.75,668185.62,5981780.12,50017.97,1536.00,34.59,2.56,50010.51,1582.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.32,668069.43,5981992.80,325.29,3.02,197.75,668185.56,5981780.22,50017.99,1536.00,34.59,2.57,50010.51,1582.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.36,668069.36,5981992.90,325.29,3.02,197.75,668185.49,5981780.32,50018.01,1538.00,34.59,2.57,50010.51,1582.00,883425,883439,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.40,668069.29,5981993.00,325.29,3.02,197.75,668185.41,5981780.42,50018.13,1533.00,34.59,2.58,50010.47,1584.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.49,668069.14,5981993.21,325.29,3.02,197.75,668185.27,5981780.63,50018.06,1538.00,34.59,2.58,50010.51,1587.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.52,668069.08,5981993.30,325.29,3.02,197.75,668185.21,5981780.72,50018.01,1536.00,34.59,2.63,50010.51,1587.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.56,668069.01,5981993.40,325.29,3.02,197.75,668185.14,5981780.82,50017.99,1538.00,34.59,2.63,50010.51,1587.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.61,668068.93,5981993.51,325.29,3.02,197.69,668185.03,5981780.98,50017.97,1536.00,34.59,2.58,50010.47,1587.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.69,668068.79,5981993.72,325.29,3.02,197.70,668184.89,5981781.18,50018.04,1538.00,34.59,2.58,50010.47,1584.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.73,668068.72,5981993.82,325.29,3.02,197.70,668184.83,5981781.28,50018.06,1538.00,34.59,2.58,50010.53,1584.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.77,668068.64,5981993.91,325.25,3.02,197.69,668184.74,5981781.38,50017.95,1536.00,34.59,2.58,50010.53,1584.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.81,668068.57,5981994.01,325.25,3.02,197.69,668184.68,5981781.48,50017.88,1538.00,34.59,2.58,50010.53,1584.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.87,668068.46,5981994.17,325.25,3.02,197.69,668184.57,5981781.64,50017.92,1536.00,34.59,2.58,50010.33,1587.00,883425,883439,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.93,668068.36,5981994.32,325.25,3.02,197.69,668184.47,5981781.79,50017.90,1538.00,34.59,2.58,50010.35,1589.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:20.97,668068.29,5981994.40,325.25,3.02,197.69,668184.39,5981781.87,50017.97,1538.00,34.59,2.58,50010.35,1589.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.01,668068.22,5981994.50,325.25,3.02,197.69,668184.32,5981781.97,50017.90,1538.00,34.59,2.57,50010.47,1587.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.05,668068.15,5981994.60,325.25,3.02,197.69,668184.25,5981782.08,50017.92,1538.00,34.59,2.57,50010.47,1587.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.14,668068.00,5981994.81,325.25,3.02,197.69,668184.11,5981782.28,50017.95,1536.00,34.59,2.57,50010.44,1587.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.18,668067.93,5981994.91,325.25,3.02,197.69,668184.04,5981782.39,50017.92,1541.00,34.59,2.57,50010.44,1587.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.21,668067.87,5981995.00,325.25,3.02,197.69,668183.98,5981782.48,50017.99,1536.00,34.59,2.58,50010.42,1587.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.26,668067.79,5981995.12,325.25,3.02,197.81,668183.95,5981782.48,50017.88,1538.00,34.59,2.58,50010.42,1587.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.30,668067.72,5981995.21,325.25,3.02,197.81,668183.88,5981782.58,50017.97,1538.00,34.59,2.58,50010.42,1584.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.39,668067.56,5981995.44,325.25,3.02,197.81,668183.73,5981782.81,50017.99,1538.00,34.59,2.58,50010.47,1587.00,883425,883439,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.42,668067.51,5981995.51,325.16,3.02,197.82,668183.67,5981782.87,50018.10,1538.00,34.59,2.56,50010.47,1587.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.46,668067.44,5981995.61,325.16,3.02,197.82,668183.61,5981782.97,50018.17,1536.00,34.59,2.56,50010.65,1584.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.50,668067.37,5981995.71,325.16,3.02,197.82,668183.54,5981783.07,50018.06,1541.00,34.59,2.57,50010.65,1587.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.58,668067.22,5981995.91,325.16,3.02,197.82,668183.40,5981783.27,50018.19,1538.00,34.59,2.57,50010.74,1584.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.62,668067.15,5981996.02,325.16,3.02,197.80,668183.33,5981783.40,50018.22,1541.00,34.59,2.58,50010.74,1584.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.66,668067.09,5981996.11,325.16,3.02,197.81,668183.27,5981783.49,50018.28,1541.00,34.59,2.58,50010.74,1587.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.70,668067.02,5981996.21,325.16,3.02,197.81,668183.20,5981783.59,50018.31,1538.00,34.59,2.57,50010.71,1587.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.79,668066.87,5981996.42,325.16,3.02,197.81,668183.25,5981783.91,50018.28,1541.00,34.59,2.57,50010.87,1584.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.83,668066.80,5981996.52,325.16,3.02,197.81,668183.18,5981784.01,50018.37,1538.00,34.59,2.59,50010.94,1587.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.87,668066.73,5981996.62,325.16,3.02,197.81,668183.11,5981784.11,50018.54,1541.00,34.59,2.59,50010.94,1587.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.91,668066.66,5981996.72,325.16,3.02,197.81,668183.05,5981784.20,50018.55,1538.00,34.59,2.59,50011.06,1587.00,883425,883439,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:21.95,668066.59,5981996.82,325.16,3.02,197.81,668182.98,5981784.30,50018.60,1541.00,34.59,2.59,50011.06,1587.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.03,668066.44,5981997.02,325.12,3.02,197.81,668182.83,5981784.51,50018.64,1538.00,34.59,2.58,50011.19,1584.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.07,668066.38,5981997.11,325.12,3.02,197.81,668182.77,5981784.61,50018.76,1541.00,34.59,2.58,50011.19,1584.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.11,668066.30,5981997.22,325.12,3.02,197.81,668182.70,5981784.71,50018.87,1538.00,34.59,2.63,50011.25,1587.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.15,668066.23,5981997.32,325.12,3.02,197.81,668182.63,5981784.82,50018.96,1538.00,34.59,2.63,50011.37,1587.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.24,668066.09,5981997.52,325.12,3.02,197.82,668182.50,5981785.02,50019.03,1541.00,34.59,2.57,50011.57,1587.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.27,668066.02,5981997.62,325.12,3.02,197.82,668182.43,5981785.12,50019.10,1538.00,34.59,2.57,50011.57,1587.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.31,668065.95,5981997.72,325.12,3.02,197.81,668182.35,5981785.22,50019.32,1541.00,34.59,2.56,50011.69,1584.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.36,668065.88,5981997.83,325.12,3.02,197.81,668182.28,5981785.33,50019.46,1541.00,34.59,2.56,50011.80,1587.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.44,668065.74,5981998.03,325.12,3.02,197.81,668182.13,5981785.53,50019.64,1538.00,34.59,2.56,50012.02,1587.00,883425,883439,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.48,668065.67,5981998.13,325.12,3.02,197.81,668182.07,5981785.63,50019.73,1538.00,34.64,2.56,50012.18,1584.00,883425,883439,-3.13,-2.37
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,02:27:22.52,668065.60,5981998.23,325.12,3.02,197.81,668182.00,5981785.73,50019.82,1538.00,34.64,2.57,50012.18,1584.00,883425,883439,-3.13,-2.37
