Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_4 Range to Node,SF_Port_MAG_4 Easting,SF_Port_MAG_4 Northing,Magnetic Field 30004_MAG_SFPort_4_883425 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30008_MAG_SFPort_8_883439 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.21,664265.45,5986733.42,326.43,2.72,197.39,664385.95,5986523.63,50046.22,1545.00,37.95,2.47,50038.19,1584.00,883425,883439,-1.19,1.42
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.29,664265.32,5986733.61,326.43,2.72,197.38,664385.90,5986523.88,50046.10,1548.00,37.95,2.47,50038.19,1584.00,883425,883439,-1.19,1.42
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.33,664265.27,5986733.69,326.43,2.72,197.38,664385.85,5986523.96,50046.08,1543.00,37.95,2.50,50038.10,1584.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.37,664265.21,5986733.78,326.43,2.72,197.38,664385.79,5986524.05,50046.10,1548.00,37.95,2.50,50038.10,1584.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.41,664265.15,5986733.88,326.43,2.72,197.38,664385.73,5986524.14,50046.22,1545.00,37.95,2.48,50038.10,1584.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.49,664265.02,5986734.05,326.43,2.72,197.38,664385.60,5986524.32,50046.10,1545.00,37.95,2.48,50038.19,1587.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.53,664264.96,5986734.14,326.43,2.72,197.38,664385.54,5986524.41,50046.13,1548.00,37.95,2.47,50038.19,1587.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.57,664264.90,5986734.24,326.43,2.72,197.39,664385.48,5986524.50,50046.05,1545.00,37.95,2.47,50038.10,1587.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.61,664264.83,5986734.33,326.43,2.72,197.39,664385.42,5986524.60,50046.13,1545.00,37.95,2.46,50038.10,1587.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.65,664264.77,5986734.41,326.35,2.72,197.36,664385.35,5986524.71,50046.00,1548.00,37.95,2.46,50038.03,1584.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.74,664264.64,5986734.60,326.35,2.72,197.36,664385.23,5986524.90,50046.04,1545.00,37.95,2.46,50038.01,1584.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.80,664264.55,5986734.73,326.35,2.72,197.36,664385.13,5986525.03,50046.05,1550.00,37.85,2.46,50038.06,1584.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.84,664264.48,5986734.83,326.35,2.72,197.36,664385.07,5986525.13,50045.94,1545.00,37.85,2.46,50038.06,1584.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.88,664264.42,5986734.92,326.35,2.72,197.36,664385.01,5986525.22,50046.10,1548.00,37.85,2.46,50038.06,1584.00,883425,883439,1.86,0.49
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.94,664264.33,5986735.06,326.35,2.72,197.37,664384.92,5986525.35,50045.99,1548.00,37.85,2.46,50038.06,1584.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:27.98,664264.27,5986735.15,326.35,2.72,197.37,664384.86,5986525.44,50046.05,1545.00,37.85,2.46,50038.06,1584.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.02,664264.21,5986735.24,326.35,2.72,197.37,664384.80,5986525.53,50045.90,1548.00,37.85,2.47,50038.01,1584.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.06,664264.15,5986735.33,326.35,2.72,197.37,664384.74,5986525.62,50045.91,1545.00,37.85,2.47,50037.92,1584.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.14,664264.02,5986735.52,326.35,2.72,197.37,664384.61,5986525.81,50045.81,1548.00,37.85,2.47,50037.83,1584.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.18,664263.96,5986735.61,326.35,2.72,197.37,664384.55,5986525.90,50045.91,1545.00,37.85,2.47,50037.92,1587.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.22,664263.90,5986735.70,326.35,2.72,197.37,664384.50,5986525.99,50045.85,1545.00,37.85,2.47,50037.92,1587.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.26,664263.84,5986735.79,326.30,2.72,197.35,664384.42,5986526.09,50045.81,1548.00,37.85,2.47,50037.89,1584.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.30,664263.78,5986735.88,326.30,2.72,197.35,664384.36,5986526.18,50045.82,1543.00,37.85,2.50,50037.90,1584.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.39,664263.65,5986736.07,326.30,2.72,197.35,664384.24,5986526.37,50045.81,1545.00,37.85,2.50,50037.83,1584.00,883425,883439,2.97,0.87
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.43,664263.59,5986736.15,326.30,2.72,197.35,664384.18,5986526.46,50045.82,1545.00,37.85,2.46,50037.83,1584.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.47,664263.53,5986736.25,326.30,2.72,197.35,664384.11,5986526.56,50045.76,1545.00,37.85,2.46,50037.83,1584.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.51,664263.47,5986736.34,326.30,2.72,197.36,664384.06,5986526.64,50045.73,1545.00,37.85,2.49,50037.83,1584.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.59,664263.34,5986736.53,326.30,2.72,197.36,664383.93,5986526.83,50045.67,1543.00,37.85,2.49,50037.78,1584.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.63,664263.28,5986736.62,326.30,2.72,197.39,664383.89,5986526.89,50045.82,1545.00,37.85,2.46,50037.78,1587.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.67,664263.22,5986736.71,326.30,2.72,197.39,664383.83,5986526.98,50045.72,1543.00,37.85,2.46,50037.78,1587.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.71,664263.16,5986736.80,326.30,2.72,197.39,664383.77,5986527.07,50045.72,1545.00,37.85,2.49,50037.78,1587.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.75,664263.10,5986736.90,326.30,2.72,197.39,664383.70,5986527.17,50045.64,1545.00,37.85,2.49,50037.83,1587.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.83,664262.97,5986737.07,326.25,2.72,197.40,664383.58,5986527.34,50045.58,1543.00,37.85,2.51,50037.69,1584.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.88,664262.90,5986737.18,326.25,2.72,197.40,664383.51,5986527.45,50045.60,1548.00,37.85,2.51,50037.65,1587.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.93,664262.83,5986737.29,326.25,2.72,197.40,664383.44,5986527.56,50045.63,1545.00,37.85,2.45,50037.65,1584.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:28.97,664262.77,5986737.38,326.25,2.72,197.40,664383.38,5986527.65,50045.60,1545.00,37.85,2.45,50037.74,1587.00,883425,883439,-1.18,1.82
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.04,664262.67,5986737.53,326.25,2.72,197.40,664383.28,5986527.80,50045.63,1548.00,37.85,2.46,50037.69,1587.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.08,664262.61,5986737.62,326.25,2.72,197.40,664383.22,5986527.89,50045.58,1545.00,37.85,2.46,50037.69,1587.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.12,664262.55,5986737.71,326.25,2.72,197.40,664383.16,5986527.98,50045.78,1548.00,37.85,2.52,50037.78,1587.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.16,664262.49,5986737.80,326.25,2.72,197.40,664383.10,5986528.07,50045.76,1545.00,37.85,2.52,50037.78,1587.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.24,664262.36,5986737.99,326.25,2.72,197.39,664382.98,5986528.28,50045.69,1545.00,37.85,2.46,50037.78,1584.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.28,664262.30,5986738.08,326.25,2.72,197.39,664382.92,5986528.37,50045.76,1545.00,37.85,2.46,50037.78,1584.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.32,664262.24,5986738.17,326.25,2.72,197.39,664382.87,5986528.46,50045.76,1545.00,37.85,2.46,50037.92,1584.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.36,664262.18,5986738.27,326.25,2.72,197.39,664382.80,5986528.56,50045.69,1548.00,37.85,2.46,50037.74,1582.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.40,664262.12,5986738.36,326.25,2.72,197.39,664382.74,5986528.64,50045.76,1545.00,37.95,2.45,50037.83,1584.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.49,664261.99,5986738.55,326.22,2.71,197.27,664382.65,5986529.01,50045.73,1545.00,37.95,2.45,50037.83,1584.00,883425,883439,0.32,-0.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.53,664261.93,5986738.64,326.22,2.71,197.27,664382.60,5986529.09,50045.67,1545.00,37.95,2.45,50037.83,1584.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.57,664261.87,5986738.74,326.22,2.71,197.27,664382.53,5986529.19,50045.64,1543.00,37.95,2.45,50037.80,1587.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.61,664261.81,5986738.82,326.22,2.71,197.27,664382.48,5986529.27,50045.63,1545.00,37.95,2.46,50037.68,1584.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.69,664261.68,5986739.02,326.22,2.71,197.27,664382.35,5986529.47,50045.58,1543.00,37.95,2.46,50037.62,1587.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.73,664261.62,5986739.11,326.22,2.71,197.27,664382.29,5986529.56,50045.60,1545.00,37.95,2.45,50037.66,1584.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.77,664261.56,5986739.20,326.22,2.71,197.27,664382.23,5986529.65,50045.58,1545.00,37.95,2.45,50037.66,1584.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.81,664261.50,5986739.30,326.22,2.71,197.27,664382.16,5986529.75,50045.64,1543.00,37.95,2.49,50037.66,1584.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.91,664261.34,5986739.53,326.22,2.71,197.27,664382.01,5986529.98,50045.76,1548.00,37.95,2.49,50037.78,1584.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:29.93,664261.31,5986739.57,326.22,2.71,197.27,664381.98,5986530.02,50045.69,1545.00,37.95,2.44,50037.69,1584.00,883425,883439,-0.56,0.73
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.01,664261.19,5986739.76,326.19,2.72,197.27,664381.85,5986530.21,50045.49,1548.00,37.85,2.44,50037.65,1587.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.05,664261.13,5986739.85,326.19,2.72,197.27,664381.79,5986530.30,50045.46,1543.00,37.85,2.44,50037.65,1584.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.14,664261.01,5986740.04,326.19,2.72,197.27,664381.67,5986530.49,50045.58,1548.00,37.85,2.45,50037.60,1584.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.18,664260.95,5986740.13,326.19,2.72,197.27,664381.61,5986530.58,50045.54,1543.00,37.85,2.45,50037.60,1584.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.22,664260.89,5986740.22,326.19,2.72,197.27,664381.55,5986530.67,50045.46,1545.00,37.85,2.44,50037.51,1584.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.26,664260.82,5986740.31,326.19,2.72,197.27,664381.49,5986530.76,50045.45,1545.00,37.85,2.44,50037.51,1584.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.34,664260.70,5986740.51,326.19,2.72,197.26,664381.37,5986530.98,50045.37,1543.00,37.85,2.44,50037.47,1587.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.38,664260.64,5986740.59,326.19,2.72,197.26,664381.31,5986531.06,50045.36,1548.00,37.85,2.44,50037.47,1587.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.42,664260.58,5986740.69,326.19,2.72,197.26,664381.25,5986531.15,50045.49,1545.00,37.85,2.42,50037.51,1587.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.46,664260.52,5986740.78,326.19,2.72,197.25,664381.18,5986531.25,50045.51,1545.00,37.85,2.42,50037.51,1587.00,883425,883439,0.55,0.21
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.54,664260.39,5986740.97,326.19,2.72,197.25,664381.06,5986531.44,50045.40,1543.00,37.85,2.45,50037.42,1584.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.58,664260.33,5986741.06,326.19,2.72,197.25,664381.00,5986531.53,50045.31,1543.00,37.85,2.45,50037.51,1587.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.62,664260.27,5986741.15,326.19,2.72,197.25,664380.94,5986531.62,50045.37,1545.00,37.85,2.44,50037.51,1587.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.66,664260.21,5986741.24,326.17,2.72,197.25,664380.87,5986531.72,50045.40,1543.00,37.85,2.44,50037.42,1584.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.70,664260.15,5986741.33,326.17,2.72,197.25,664380.81,5986531.81,50045.31,1545.00,37.85,2.45,50037.47,1584.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.79,664260.02,5986741.53,326.17,2.72,197.24,664380.68,5986532.00,50045.28,1548.00,37.85,2.45,50037.42,1587.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.85,664259.92,5986741.68,326.17,2.72,197.24,664380.58,5986532.16,50045.36,1545.00,37.85,2.44,50037.51,1584.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.87,664259.90,5986741.70,326.17,2.72,197.24,664380.57,5986532.18,50045.37,1548.00,37.85,2.44,50037.47,1584.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:30.91,664259.84,5986741.80,326.17,2.72,197.24,664380.51,5986532.28,50045.36,1543.00,37.85,2.44,50037.42,1587.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.01,664259.69,5986742.03,326.17,2.72,197.24,664380.35,5986532.51,50045.26,1545.00,37.85,2.44,50037.33,1584.00,883425,883439,0.26,0.22
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.03,664259.66,5986742.08,326.17,2.72,197.24,664380.32,5986532.57,50045.19,1545.00,37.85,2.54,50037.32,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.07,664259.60,5986742.17,326.17,2.72,197.24,664380.26,5986532.66,50045.18,1545.00,37.95,2.54,50037.32,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.11,664259.53,5986742.27,326.17,2.72,197.24,664380.20,5986532.75,50045.22,1548.00,37.95,2.44,50037.32,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.15,664259.47,5986742.36,326.17,2.72,197.24,664380.14,5986532.84,50045.14,1545.00,37.95,2.44,50037.24,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.24,664259.35,5986742.55,326.17,2.72,197.23,664380.01,5986533.04,50045.18,1545.00,37.95,2.43,50037.29,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.27,664259.29,5986742.64,326.17,2.72,197.23,664379.95,5986533.13,50045.22,1545.00,37.95,2.43,50037.24,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.31,664259.23,5986742.73,326.17,2.72,197.23,664379.89,5986533.22,50045.10,1545.00,37.95,2.42,50037.24,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.36,664259.17,5986742.82,326.17,2.72,197.23,664379.83,5986533.31,50045.18,1548.00,37.95,2.42,50037.24,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.44,664259.04,5986743.01,326.17,2.72,197.23,664379.71,5986533.51,50045.13,1545.00,37.95,2.43,50037.24,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.48,664258.98,5986743.10,326.17,2.72,197.23,664379.68,5986533.61,50045.10,1548.00,37.95,2.43,50037.15,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.52,664258.91,5986743.20,326.17,2.72,197.23,664379.61,5986533.71,50045.08,1548.00,37.95,2.41,50037.29,1584.00,883425,883439,-0.54,0.67
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.56,664258.86,5986743.28,326.17,2.72,197.23,664379.56,5986533.79,50045.08,1545.00,37.95,2.41,50037.29,1584.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.64,664258.73,5986743.47,326.17,2.72,197.23,664379.42,5986533.99,50045.14,1545.00,37.85,2.40,50037.15,1587.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.68,664258.67,5986743.57,326.17,2.72,197.23,664379.36,5986534.08,50045.08,1543.00,37.85,2.40,50037.15,1587.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.72,664258.61,5986743.65,326.17,2.72,197.23,664379.31,5986534.17,50045.13,1545.00,37.85,2.43,50037.20,1584.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.76,664258.55,5986743.75,326.17,2.72,197.23,664379.24,5986534.27,50045.05,1543.00,37.85,2.43,50037.15,1584.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.81,664258.47,5986743.86,326.16,2.72,197.23,664379.15,5986534.36,50045.04,1543.00,37.85,2.40,50037.24,1587.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.89,664258.35,5986744.03,326.16,2.72,197.23,664379.04,5986534.54,50045.13,1545.00,37.85,2.40,50037.15,1584.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.93,664258.29,5986744.12,326.16,2.72,197.23,664378.98,5986534.63,50045.18,1543.00,37.85,2.40,50037.20,1587.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:31.97,664258.24,5986744.21,326.16,2.72,197.23,664378.92,5986534.72,50045.10,1548.00,37.85,2.40,50037.27,1587.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.03,664258.13,5986744.37,326.16,2.72,197.22,664378.81,5986534.88,50045.08,1543.00,37.85,2.40,50037.20,1587.00,883425,883439,-2.02,2.95
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.09,664258.04,5986744.50,326.16,2.72,197.22,664378.73,5986535.01,50044.99,1545.00,37.85,2.40,50037.06,1587.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.13,664257.99,5986744.58,326.16,2.72,197.22,664378.67,5986535.10,50045.05,1548.00,37.85,2.41,50037.11,1584.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.17,664257.92,5986744.68,326.16,2.72,197.22,664378.61,5986535.19,50044.99,1545.00,37.95,2.41,50037.11,1584.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.21,664257.86,5986744.77,326.16,2.72,197.22,664378.54,5986535.29,50045.08,1548.00,37.95,2.40,50037.15,1584.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.26,664257.79,5986744.87,326.16,2.72,197.22,664378.48,5986535.39,50045.01,1548.00,37.95,2.40,50037.06,1587.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.33,664257.67,5986745.05,326.16,2.72,197.22,664378.36,5986535.57,50044.99,1545.00,37.95,2.40,50037.01,1584.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.37,664257.61,5986745.14,326.16,2.72,197.22,664378.30,5986535.66,50044.99,1548.00,37.95,2.40,50037.01,1584.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.41,664257.55,5986745.23,326.16,2.72,197.22,664378.24,5986535.75,50045.01,1543.00,37.95,2.47,50037.01,1584.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.45,664257.49,5986745.31,326.15,2.72,197.18,664378.17,5986535.87,50044.95,1548.00,37.95,2.47,50037.01,1584.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.54,664257.36,5986745.51,326.15,2.72,197.18,664378.04,5986536.07,50044.95,1545.00,37.95,2.42,50037.00,1584.00,883425,883439,1.98,0.93
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.58,664257.30,5986745.59,326.15,2.72,197.18,664377.98,5986536.15,50044.86,1543.00,37.95,2.42,50036.97,1587.00,883425,883439,2.73,1.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.62,664257.23,5986745.69,326.15,2.72,197.18,664377.91,5986536.25,50044.87,1545.00,37.95,2.39,50036.97,1587.00,883425,883439,2.73,1.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.66,664257.17,5986745.78,326.15,2.72,197.18,664377.85,5986536.34,50044.95,1543.00,37.95,2.39,50036.97,1587.00,883425,883439,2.73,1.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.74,664257.05,5986745.97,326.15,2.72,197.17,664377.73,5986536.53,50044.95,1545.00,37.85,2.38,50036.97,1584.00,883425,883439,2.73,1.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.78,664256.99,5986746.05,326.15,2.72,197.17,664377.67,5986536.62,50044.92,1545.00,37.85,2.38,50037.01,1589.00,883425,883439,2.73,1.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.82,664256.92,5986746.14,326.15,2.72,197.16,664377.59,5986536.71,50044.90,1545.00,37.85,2.39,50037.06,1587.00,883425,883439,2.73,1.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:04:32.86,664256.86,5986746.24,326.15,2.72,197.16,664377.53,5986536.81,50044.99,1545.00,37.85,2.39,50037.06,1587.00,883425,883439,2.73,1.56
