Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_1 Range to Node,SF_Port_MAG_1 Easting,SF_Port_MAG_1 Northing,Magnetic Field 30001_MAG_SFPort_1_883758 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30005_MAG_SFPort_5_883768 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:16.95,668075.27,5981984.42,325.36,3.02,197.91,668188.17,5981769.90,50014.01,1372.00,31.32,2.50,50006.49,1284.00,883758,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:16.98,668075.21,5981984.51,325.36,3.02,197.91,668188.11,5981769.98,50013.79,1372.00,31.32,2.50,50006.26,1287.00,883758,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.02,668075.14,5981984.61,325.36,3.02,197.91,668188.04,5981770.08,50013.74,1372.00,31.32,2.51,50006.26,1287.00,883758,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.06,668075.07,5981984.70,325.36,3.02,197.91,668187.98,5981770.18,50013.70,1372.00,31.32,2.51,50006.24,1284.00,883758,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.11,668075.00,5981984.81,325.36,3.02,197.91,668187.91,5981770.28,50013.61,1372.00,31.32,2.50,50006.11,1284.00,883758,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.19,668074.86,5981985.01,325.36,3.02,197.91,668187.77,5981770.48,50013.36,1375.00,31.32,2.50,50005.88,1284.00,883758,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.23,668074.79,5981985.11,325.36,3.02,197.92,668187.70,5981770.58,50013.06,1372.00,31.32,2.51,50005.88,1284.00,883758,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.28,668074.69,5981985.26,325.36,3.02,197.92,668187.60,5981770.73,50013.06,1370.00,31.32,2.51,50005.76,1287.00,883758,883768,-1.07,0.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.31,668074.65,5981985.31,325.36,3.02,197.92,668187.56,5981770.78,50012.95,1372.00,31.32,2.51,50005.61,1287.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.39,668074.47,5981985.53,325.36,3.02,197.85,668187.49,5981771.13,50012.79,1375.00,31.32,2.51,50005.34,1284.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.43,668074.40,5981985.63,325.36,3.02,197.94,668187.53,5981771.19,50012.52,1375.00,31.32,2.50,50005.34,1284.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.47,668074.33,5981985.73,325.36,3.02,197.94,668187.46,5981771.29,50012.37,1375.00,31.32,2.50,50005.20,1289.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.51,668074.26,5981985.83,325.36,3.02,197.94,668187.39,5981771.39,50012.20,1375.00,31.32,2.49,50005.04,1287.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.59,668074.12,5981986.03,325.36,3.02,197.88,668187.23,5981771.65,50012.14,1372.00,31.32,2.49,50004.71,1287.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.63,668074.05,5981986.14,325.36,3.02,197.88,668187.16,5981771.76,50011.93,1370.00,31.32,2.51,50004.75,1284.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.67,668073.98,5981986.24,325.36,3.02,197.88,668187.09,5981771.86,50011.78,1375.00,31.32,2.51,50004.75,1284.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.71,668073.92,5981986.34,325.36,3.02,197.88,668187.02,5981771.96,50011.62,1375.00,31.32,2.52,50004.50,1289.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.76,668073.84,5981986.44,325.36,3.02,197.88,668186.95,5981772.06,50011.46,1375.00,31.32,2.52,50004.39,1287.00,883758,883768,4.89,-0.66
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.84,668073.71,5981986.65,325.40,3.02,197.88,668186.82,5981772.27,50011.43,1375.00,31.32,2.54,50004.21,1287.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.88,668073.64,5981986.75,325.40,3.02,197.88,668186.75,5981772.37,50011.24,1375.00,31.32,2.54,50004.21,1287.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.92,668073.57,5981986.85,325.40,3.02,197.88,668186.68,5981772.47,50010.89,1375.00,31.32,2.53,50004.03,1287.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:17.96,668073.50,5981986.95,325.40,3.02,197.88,668186.62,5981772.57,50010.83,1372.00,31.32,2.53,50003.86,1289.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.04,668073.36,5981987.16,325.40,3.02,197.88,668186.47,5981772.78,50010.69,1375.00,31.32,2.54,50003.62,1289.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.08,668073.29,5981987.25,325.40,3.02,197.88,668186.40,5981772.87,50010.60,1372.00,31.32,2.54,50003.48,1287.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.15,668073.18,5981987.42,325.40,3.02,197.88,668186.29,5981773.03,50010.49,1375.00,31.32,2.53,50003.48,1287.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.19,668073.11,5981987.51,325.40,3.02,197.88,668186.23,5981773.13,50010.29,1372.00,31.32,2.53,50003.39,1287.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.20,668073.08,5981987.56,325.40,3.02,197.89,668186.20,5981773.17,50010.06,1375.00,31.32,2.53,50003.26,1289.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.29,668072.94,5981987.76,325.40,3.02,197.94,668186.09,5981773.32,50009.88,1375.00,31.32,2.53,50002.85,1289.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.34,668072.85,5981987.89,325.40,3.02,197.95,668186.00,5981773.45,50009.90,1375.00,31.32,2.53,50002.85,1289.00,883758,883768,-1.10,-0.88
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.36,668072.80,5981987.95,325.40,3.02,197.95,668185.96,5981773.52,50009.74,1375.00,31.32,2.53,50002.88,1289.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.41,668072.72,5981988.07,325.36,3.02,197.94,668185.87,5981773.64,50009.47,1372.00,31.27,2.55,50002.76,1287.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.49,668072.59,5981988.26,325.36,3.02,197.95,668185.74,5981773.83,50009.38,1372.00,31.27,2.55,50002.54,1289.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.53,668072.52,5981988.37,325.36,3.02,197.95,668185.67,5981773.93,50009.38,1375.00,31.27,2.54,50002.54,1289.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.57,668072.45,5981988.46,325.36,3.02,197.95,668185.61,5981774.03,50009.29,1372.00,31.27,2.54,50002.40,1287.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.61,668072.38,5981988.56,325.36,3.02,197.94,668185.53,5981774.13,50009.29,1375.00,31.27,2.57,50002.44,1289.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.69,668072.24,5981988.77,325.36,3.02,197.95,668185.39,5981774.33,50009.02,1372.00,31.27,2.57,50002.26,1289.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.73,668072.17,5981988.87,325.36,3.02,197.95,668185.32,5981774.43,50008.93,1372.00,31.27,2.56,50002.11,1292.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.77,668072.11,5981988.97,325.36,3.02,197.94,668185.25,5981774.54,50008.93,1372.00,31.27,2.56,50002.11,1292.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.83,668072.01,5981989.11,325.36,3.02,197.94,668185.15,5981774.68,50008.93,1375.00,31.27,2.54,50002.13,1289.00,883758,883768,-1.23,-0.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.86,668071.96,5981989.18,325.36,3.02,197.94,668185.11,5981774.74,50008.84,1375.00,31.27,2.54,50002.04,1287.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.94,668071.82,5981989.38,325.36,3.02,197.95,668184.98,5981774.94,50008.66,1375.00,31.27,2.53,50001.88,1292.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:18.98,668071.75,5981989.47,325.33,3.02,197.93,668184.89,5981775.05,50008.48,1375.00,31.27,2.53,50001.88,1292.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.02,668071.68,5981989.58,325.33,3.02,197.93,668184.82,5981775.15,50008.57,1372.00,31.27,2.52,50001.86,1289.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.06,668071.62,5981989.67,325.33,3.02,197.93,668184.76,5981775.25,50008.57,1375.00,31.27,2.52,50001.68,1289.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.14,668071.47,5981989.89,325.33,3.02,197.94,668184.61,5981775.46,50008.52,1372.00,31.27,2.55,50001.75,1289.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.18,668071.40,5981989.98,325.33,3.02,197.94,668184.55,5981775.55,50008.43,1375.00,31.27,2.55,50001.75,1289.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.22,668071.33,5981990.08,325.33,3.02,197.93,668184.48,5981775.65,50008.28,1372.00,31.27,2.56,50001.58,1292.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.26,668071.27,5981990.18,325.33,3.02,197.94,668184.41,5981775.75,50008.25,1375.00,31.27,2.56,50001.58,1292.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.34,668071.12,5981990.39,325.33,3.02,197.94,668184.27,5981775.96,50008.21,1375.00,31.27,2.55,50001.27,1292.00,883758,883768,-1.72,-0.51
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.38,668071.05,5981990.48,325.33,3.02,197.94,668184.20,5981776.05,50008.16,1372.00,31.27,2.55,50001.31,1289.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.42,668070.98,5981990.59,325.33,3.02,197.94,668184.13,5981776.15,50007.93,1375.00,31.27,2.63,50001.31,1289.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.46,668070.92,5981990.68,325.33,3.02,197.94,668184.07,5981776.25,50007.93,1372.00,31.27,2.63,50001.27,1292.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.51,668070.85,5981990.78,325.33,3.02,197.94,668183.99,5981776.36,50008.05,1372.00,31.27,2.55,50001.20,1292.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.59,668070.71,5981990.98,325.29,3.02,197.82,668183.97,5981776.75,50008.03,1372.00,31.27,2.55,50001.11,1289.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.63,668070.62,5981991.10,325.29,3.02,197.82,668183.89,5981776.87,50007.98,1375.00,31.27,2.54,50001.11,1289.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.67,668070.56,5981991.19,325.29,3.02,197.82,668183.83,5981776.96,50008.03,1375.00,31.27,2.54,50001.31,1292.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.71,668070.50,5981991.29,325.29,3.02,197.82,668183.76,5981777.05,50007.84,1375.00,31.27,2.54,50001.13,1292.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.79,668070.35,5981991.49,325.29,3.02,197.82,668183.62,5981777.26,50007.96,1375.00,31.27,2.54,50001.04,1292.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.85,668070.25,5981991.63,325.29,3.02,197.82,668183.52,5981777.40,50008.03,1372.00,31.27,2.55,50001.04,1289.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.87,668070.21,5981991.69,325.29,3.02,197.82,668183.48,5981777.46,50007.80,1372.00,31.27,2.55,50001.04,1289.00,883758,883768,-1.52,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.91,668070.14,5981991.79,325.29,3.02,197.82,668183.41,5981777.56,50007.80,1375.00,31.27,2.58,50001.07,1292.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:19.95,668070.07,5981991.90,325.29,3.02,197.82,668183.34,5981777.67,50007.66,1375.00,31.27,2.58,50001.00,1292.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.04,668069.93,5981992.10,325.29,3.02,197.82,668183.19,5981777.87,50007.64,1375.00,31.27,2.54,50000.86,1292.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.08,668069.86,5981992.20,325.29,3.02,197.82,668183.13,5981777.97,50007.75,1375.00,31.27,2.54,50000.86,1292.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.11,668069.79,5981992.29,325.29,3.02,197.82,668183.06,5981778.06,50007.75,1375.00,31.27,2.56,50000.95,1289.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.16,668069.72,5981992.40,325.29,3.02,197.82,668182.99,5981778.17,50007.62,1372.00,31.27,2.56,50000.93,1292.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.24,668069.57,5981992.60,325.29,3.02,197.75,668182.80,5981778.43,50007.53,1375.00,31.27,2.57,50000.84,1292.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.28,668069.50,5981992.69,325.29,3.02,197.75,668182.74,5981778.52,50007.64,1375.00,31.27,2.57,50000.84,1292.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.32,668069.43,5981992.80,325.29,3.02,197.75,668182.67,5981778.63,50007.66,1375.00,31.27,2.57,50000.86,1289.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.36,668069.36,5981992.90,325.29,3.02,197.75,668182.60,5981778.72,50007.53,1375.00,31.27,2.57,50000.80,1292.00,883758,883768,5.02,0.35
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.44,668069.22,5981993.10,325.29,3.02,197.75,668182.46,5981778.93,50007.66,1372.00,31.27,2.57,50000.86,1289.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.48,668069.15,5981993.20,325.29,3.02,197.75,668182.39,5981779.03,50007.46,1375.00,31.27,2.57,50000.80,1294.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.52,668069.08,5981993.30,325.29,3.02,197.75,668182.32,5981779.13,50007.53,1372.00,31.27,2.56,50000.80,1294.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.56,668069.01,5981993.40,325.29,3.02,197.75,668182.25,5981779.23,50007.57,1375.00,31.27,2.56,50000.68,1292.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.60,668068.94,5981993.51,325.29,3.02,197.70,668182.15,5981779.38,50007.48,1372.00,31.27,2.61,50000.75,1292.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.69,668068.79,5981993.71,325.29,3.02,197.70,668182.01,5981779.59,50007.37,1375.00,31.27,2.61,50000.84,1292.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.73,668068.73,5981993.81,325.29,3.02,197.70,668181.94,5981779.69,50007.48,1375.00,31.27,2.61,50000.84,1292.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.77,668068.65,5981993.90,325.25,3.02,197.70,668181.86,5981779.78,50007.44,1372.00,31.27,2.61,50000.82,1292.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.81,668068.58,5981994.00,325.25,3.02,197.70,668181.79,5981779.88,50007.33,1375.00,31.27,2.59,50000.57,1292.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.89,668068.44,5981994.21,325.25,3.02,197.70,668181.65,5981780.09,50007.35,1375.00,31.27,2.59,50000.64,1292.00,883758,883768,7.95,0.55
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.93,668068.36,5981994.31,325.25,3.02,197.70,668181.58,5981780.19,50007.21,1375.00,31.27,2.58,50000.64,1292.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:20.97,668068.29,5981994.40,325.25,3.02,197.70,668181.50,5981780.28,50007.26,1375.00,31.27,2.58,50000.62,1292.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.01,668068.22,5981994.50,325.25,3.02,197.70,668181.43,5981780.38,50007.33,1375.00,31.27,2.56,50000.73,1292.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.09,668068.08,5981994.70,325.25,3.02,197.70,668181.29,5981780.58,50007.30,1375.00,31.27,2.56,50000.59,1294.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.13,668068.01,5981994.81,325.25,3.02,197.70,668181.22,5981780.69,50007.35,1375.00,31.27,2.54,50000.66,1294.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.17,668067.94,5981994.91,325.25,3.02,197.70,668181.16,5981780.79,50007.19,1375.00,31.27,2.54,50000.66,1294.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.21,668067.87,5981995.00,325.25,3.02,197.70,668181.09,5981780.88,50007.26,1372.00,31.27,2.58,50000.68,1294.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.26,668067.79,5981995.12,325.25,3.02,197.81,668181.05,5981780.90,50007.21,1375.00,31.27,2.58,50000.53,1292.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.34,668067.65,5981995.31,325.25,3.02,197.81,668180.92,5981781.09,50007.28,1375.00,31.27,2.55,50000.53,1294.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.39,668067.57,5981995.43,325.25,3.02,197.81,668180.84,5981781.21,50007.26,1375.00,31.27,2.55,50000.53,1294.00,883758,883768,-0.82,0.64
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.42,668067.51,5981995.50,325.16,3.02,197.82,668180.78,5981781.28,50007.26,1375.00,31.27,2.56,50000.59,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.46,668067.44,5981995.60,325.16,3.02,197.82,668180.71,5981781.38,50007.35,1372.00,31.27,2.56,50000.80,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.54,668067.30,5981995.81,325.16,3.02,197.82,668180.58,5981781.58,50007.33,1375.00,31.27,2.57,50000.68,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.58,668067.23,5981995.91,325.16,3.02,197.82,668180.51,5981781.68,50007.48,1372.00,31.27,2.57,50000.68,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.62,668067.15,5981996.02,325.16,3.02,197.80,668180.44,5981781.81,50007.39,1375.00,31.27,2.57,50000.66,1292.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.66,668067.09,5981996.11,325.16,3.02,197.80,668180.38,5981781.91,50007.37,1375.00,31.27,2.57,50000.77,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.74,668066.95,5981996.31,325.16,3.02,197.81,668180.24,5981782.11,50007.44,1375.00,31.27,2.56,50000.73,1292.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.78,668066.87,5981996.41,325.16,3.02,197.80,668180.36,5981782.32,50007.39,1375.00,31.27,2.56,50000.80,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.82,668066.80,5981996.51,325.16,3.02,197.80,668180.29,5981782.42,50007.57,1375.00,31.27,2.57,50000.80,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.87,668066.73,5981996.61,325.16,3.02,197.81,668180.22,5981782.52,50007.66,1377.00,31.27,2.57,50000.91,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.91,668066.66,5981996.71,325.16,3.02,197.81,668180.16,5981782.62,50007.60,1372.00,31.27,2.56,50001.04,1294.00,883758,883768,1.15,-1.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:21.99,668066.52,5981996.91,325.12,3.02,197.80,668180.01,5981782.82,50007.57,1375.00,31.27,2.56,50001.00,1296.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.03,668066.45,5981997.01,325.12,3.02,197.80,668179.94,5981782.92,50007.75,1372.00,31.27,2.56,50001.00,1296.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.07,668066.38,5981997.11,325.12,3.02,197.80,668179.88,5981783.02,50007.84,1375.00,31.27,2.56,50001.02,1294.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.11,668066.31,5981997.21,325.12,3.02,197.81,668179.81,5981783.12,50007.92,1375.00,31.27,2.56,50001.18,1294.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.19,668066.17,5981997.42,325.12,3.02,197.81,668179.68,5981783.33,50007.89,1375.00,31.27,2.56,50001.20,1294.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.23,668066.09,5981997.52,325.12,3.02,197.81,668179.61,5981783.43,50007.89,1375.00,31.27,2.55,50001.31,1296.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.27,668066.03,5981997.61,325.12,3.02,197.81,668179.55,5981783.53,50008.11,1375.00,31.27,2.55,50001.31,1296.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.31,668065.96,5981997.71,325.12,3.02,197.81,668179.46,5981783.62,50008.39,1375.00,31.27,2.56,50001.54,1294.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.36,668065.88,5981997.83,325.12,3.02,197.81,668179.39,5981783.74,50008.52,1372.00,31.27,2.56,50001.70,1294.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.44,668065.74,5981998.03,325.12,3.02,197.81,668179.24,5981783.94,50008.52,1375.00,31.27,2.55,50001.90,1294.00,883758,883768,1.08,-1.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.48,668065.67,5981998.13,325.12,3.02,197.81,668179.18,5981784.04,50008.57,1375.00,31.27,2.55,50001.90,1294.00,883758,883768,-3.13,-2.37
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:27:22.52,668065.61,5981998.23,325.12,3.02,197.81,668179.12,5981784.14,50008.73,1375.00,31.27,2.59,50001.95,1294.00,883758,883768,-3.13,-2.37
