Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_1 Range to Node,SF_Port_MAG_1 Easting,SF_Port_MAG_1 Northing,Magnetic Field 30001_MAG_SFPort_1_883758 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30005_MAG_SFPort_5_883768 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.38,667783.45,5982411.18,326.52,2.86,197.81,667898.90,5982198.28,50009.47,1375.00,31.99,2.31,50002.44,1292.00,883758,883768,1.84,2.72
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.42,667783.38,5982411.28,326.52,2.86,197.82,667898.84,5982198.38,50009.61,1375.00,31.99,2.32,50002.44,1292.00,883758,883768,1.84,2.72
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.46,667783.32,5982411.37,326.52,2.86,197.82,667898.78,5982198.47,50009.61,1375.00,31.99,2.32,50002.40,1294.00,883758,883768,1.84,2.72
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.51,667783.25,5982411.47,326.52,2.86,197.82,667898.71,5982198.57,50009.70,1375.00,31.99,2.31,50002.54,1294.00,883758,883768,1.84,2.72
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.59,667783.12,5982411.66,326.52,2.86,197.78,667898.42,5982198.72,50009.74,1375.00,31.99,2.31,50002.58,1294.00,883758,883768,1.84,2.72
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.63,667783.06,5982411.76,326.52,2.86,197.78,667898.35,5982198.82,50009.67,1375.00,31.99,2.30,50002.67,1292.00,883758,883768,1.84,2.72
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.67,667782.99,5982411.87,326.52,2.86,197.78,667898.29,5982198.93,50009.79,1375.00,31.99,2.30,50002.67,1292.00,883758,883768,1.84,2.72
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.74,667782.89,5982412.02,326.52,2.86,197.78,667898.19,5982199.08,50009.79,1375.00,31.89,2.34,50002.63,1292.00,883758,883768,1.84,2.72
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.79,667782.81,5982412.15,326.53,2.86,197.78,667898.10,5982199.21,50009.92,1375.00,31.89,2.34,50002.76,1294.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.83,667782.74,5982412.25,326.53,2.86,197.78,667898.04,5982199.31,50009.92,1375.00,31.89,2.34,50002.85,1292.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.87,667782.68,5982412.35,326.53,2.86,197.78,667897.97,5982199.41,50009.88,1375.00,31.89,2.34,50002.85,1292.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.91,667782.62,5982412.44,326.53,2.86,197.78,667897.91,5982199.50,50009.85,1377.00,31.89,2.31,50002.71,1294.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:11.95,667782.55,5982412.54,326.53,2.86,197.78,667897.85,5982199.60,50010.01,1375.00,31.89,2.31,50002.76,1294.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.03,667782.42,5982412.74,326.53,2.86,197.76,667897.73,5982199.83,50010.11,1375.00,31.89,2.32,50002.94,1294.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.07,667782.36,5982412.84,326.53,2.86,197.76,667897.67,5982199.92,50010.15,1375.00,31.89,2.32,50002.94,1294.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.11,667782.30,5982412.93,326.53,2.86,197.76,667897.60,5982200.02,50010.01,1375.00,31.89,2.31,50003.03,1292.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.16,667782.23,5982413.04,326.53,2.86,197.76,667897.54,5982200.12,50010.15,1377.00,31.89,2.31,50002.99,1289.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.24,667782.10,5982413.23,326.53,2.86,197.76,667897.41,5982200.32,50010.17,1377.00,31.89,2.30,50003.03,1292.00,883758,883768,3.30,-0.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.28,667782.04,5982413.33,326.53,2.86,197.76,667897.35,5982200.41,50010.29,1375.00,31.89,2.30,50003.08,1289.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.32,667781.98,5982413.42,326.53,2.86,197.76,667897.28,5982200.50,50010.38,1375.00,31.89,2.33,50003.08,1289.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.36,667781.91,5982413.52,326.53,2.86,197.76,667897.21,5982200.60,50010.24,1377.00,31.89,2.33,50003.08,1289.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.44,667781.78,5982413.71,326.53,2.86,197.76,667897.09,5982200.80,50010.26,1375.00,31.89,2.33,50003.08,1292.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.48,667781.72,5982413.81,326.56,2.86,197.76,667897.02,5982200.90,50010.33,1377.00,31.89,2.33,50003.17,1292.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.52,667781.66,5982413.91,326.56,2.86,197.76,667896.96,5982201.00,50010.38,1375.00,31.89,2.30,50003.17,1292.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.56,667781.59,5982414.01,326.56,2.86,197.76,667896.90,5982201.09,50010.38,1372.00,31.89,2.30,50003.21,1294.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.64,667781.47,5982414.20,326.56,2.86,197.79,667896.80,5982201.26,50010.39,1375.00,31.89,2.31,50003.26,1292.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.69,667781.41,5982414.30,326.56,2.86,197.79,667896.73,5982201.36,50010.33,1375.00,31.89,2.31,50003.21,1292.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.73,667781.34,5982414.40,326.56,2.86,197.80,667896.67,5982201.45,50010.42,1375.00,31.89,2.33,50003.12,1289.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.77,667781.27,5982414.51,326.56,2.86,197.80,667896.60,5982201.56,50010.38,1375.00,31.89,2.33,50003.12,1289.00,883758,883768,-0.38,-1.58
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.81,667781.22,5982414.60,326.56,2.86,197.79,667896.55,5982201.65,50010.53,1375.00,31.89,2.33,50003.26,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.89,667781.09,5982414.79,326.56,2.86,197.79,667896.42,5982201.85,50010.47,1375.00,31.89,2.33,50003.35,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.93,667781.03,5982414.89,326.56,2.86,197.79,667896.35,5982201.94,50010.56,1375.00,31.89,2.34,50003.44,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:12.97,667780.96,5982414.98,326.56,2.86,197.80,667896.29,5982202.04,50010.65,1375.00,31.89,2.34,50003.44,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.01,667780.90,5982415.08,326.55,2.86,197.80,667896.23,5982202.13,50010.58,1375.00,31.89,2.33,50003.39,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.09,667780.77,5982415.27,326.55,2.86,197.80,667896.10,5982202.32,50010.69,1377.00,31.89,2.33,50003.48,1289.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.13,667780.71,5982415.37,326.55,2.86,197.80,667896.04,5982202.42,50010.65,1372.00,31.89,2.33,50003.53,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.17,667780.64,5982415.47,326.55,2.86,197.80,667895.97,5982202.52,50010.71,1375.00,31.89,2.33,50003.53,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.21,667780.58,5982415.56,326.55,2.86,197.80,667895.91,5982202.61,50010.74,1375.00,31.89,2.34,50003.53,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.27,667780.49,5982415.70,326.55,2.86,197.80,667895.82,5982202.76,50010.83,1375.00,31.89,2.34,50003.53,1292.00,883758,883768,-1.48,-1.62
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.34,667780.39,5982415.86,326.55,2.86,197.80,667895.72,5982202.91,50010.76,1375.00,31.89,2.32,50003.57,1292.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.38,667780.33,5982415.96,326.55,2.86,197.80,667895.66,5982203.01,50010.78,1375.00,31.89,2.32,50003.62,1292.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.42,667780.26,5982416.05,326.55,2.86,197.80,667895.59,5982203.11,50010.83,1375.00,31.89,2.35,50003.62,1292.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.46,667780.20,5982416.15,326.55,2.86,197.80,667895.53,5982203.20,50010.85,1375.00,31.89,2.35,50003.62,1292.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.54,667780.07,5982416.35,326.55,2.86,197.82,667895.45,5982203.40,50010.96,1375.00,31.89,2.34,50003.67,1289.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.58,667780.01,5982416.44,326.55,2.86,197.82,667895.39,5982203.49,50010.96,1375.00,31.89,2.34,50003.80,1289.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.62,667779.95,5982416.54,326.55,2.86,197.82,667895.33,5982203.59,50010.94,1375.00,31.89,2.33,50003.80,1289.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.66,667779.88,5982416.64,326.55,2.86,197.72,667895.20,5982203.77,50010.92,1375.00,31.89,2.33,50003.73,1289.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.74,667779.76,5982416.84,326.55,2.86,197.72,667895.08,5982203.97,50011.01,1375.00,31.89,2.34,50003.85,1289.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.78,667779.69,5982416.93,326.55,2.86,197.72,667895.01,5982204.07,50011.07,1375.00,31.89,2.34,50003.89,1289.00,883758,883768,6.66,-0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.82,667779.63,5982417.03,326.55,2.86,197.72,667894.94,5982204.16,50011.06,1377.00,31.89,2.34,50003.89,1289.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.86,667779.56,5982417.12,326.55,2.86,197.72,667894.88,5982204.26,50011.01,1375.00,31.89,2.34,50003.80,1292.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.91,667779.50,5982417.22,326.55,2.86,197.72,667894.82,5982204.36,50011.07,1375.00,31.89,2.34,50003.85,1289.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:13.99,667779.36,5982417.42,326.55,2.86,197.81,667894.73,5982204.49,50011.06,1375.00,31.89,2.34,50003.85,1292.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.03,667779.30,5982417.52,326.55,2.86,197.81,667894.67,5982204.58,50011.14,1372.00,31.89,2.35,50003.98,1289.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.07,667779.24,5982417.61,326.55,2.86,197.81,667894.61,5982204.68,50011.16,1372.00,31.89,2.35,50003.98,1289.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.11,667779.17,5982417.71,326.55,2.86,197.81,667894.54,5982204.78,50011.19,1375.00,31.89,2.36,50004.00,1287.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.19,667779.05,5982417.90,326.55,2.86,197.81,667894.42,5982204.97,50011.21,1375.00,31.89,2.36,50004.03,1287.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.23,667778.98,5982418.00,326.55,2.86,197.81,667894.35,5982205.07,50011.24,1375.00,31.89,2.38,50004.03,1287.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.31,667778.85,5982418.19,326.51,2.86,197.81,667894.23,5982205.25,50011.35,1377.00,31.89,2.35,50004.16,1289.00,883758,883768,-0.66,-1.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.35,667778.79,5982418.29,326.51,2.86,197.81,667894.16,5982205.35,50011.24,1375.00,31.89,2.35,50004.12,1289.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.44,667778.66,5982418.49,326.51,2.86,197.82,667894.03,5982205.55,50011.25,1375.00,31.89,2.36,50004.07,1287.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.48,667778.59,5982418.58,326.51,2.86,197.82,667893.97,5982205.64,50011.28,1375.00,31.89,2.36,50004.03,1289.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.53,667778.51,5982418.71,326.51,2.86,197.81,667893.88,5982205.77,50011.43,1375.00,31.89,2.36,50004.03,1289.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.57,667778.45,5982418.80,326.51,2.86,197.81,667893.82,5982205.86,50011.42,1375.00,31.89,2.36,50004.25,1287.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.64,667778.33,5982418.96,326.51,2.86,197.79,667893.69,5982206.04,50011.33,1375.00,31.89,2.36,50004.30,1287.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.68,667778.27,5982419.06,326.51,2.86,197.79,667893.63,5982206.14,50011.43,1372.00,31.89,2.36,50004.30,1287.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.72,667778.20,5982419.16,326.51,2.86,197.79,667893.56,5982206.23,50011.51,1372.00,31.89,2.37,50004.30,1287.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.76,667778.14,5982419.25,326.51,2.86,197.80,667893.50,5982206.33,50011.57,1375.00,31.89,2.37,50004.32,1287.00,883758,883768,0.91,-0.78
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.84,667778.01,5982419.45,326.44,2.86,197.79,667893.37,5982206.53,50011.55,1375.00,31.89,2.38,50004.34,1287.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.88,667777.94,5982419.55,326.44,2.86,197.79,667893.30,5982206.63,50011.42,1375.00,31.89,2.38,50004.43,1287.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.92,667777.88,5982419.64,326.44,2.86,197.79,667893.24,5982206.72,50011.57,1375.00,31.89,2.37,50004.43,1287.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:14.96,667777.81,5982419.74,326.44,2.86,197.79,667893.18,5982206.82,50011.64,1372.00,31.89,2.37,50004.34,1287.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.01,667777.75,5982419.83,326.44,2.86,197.78,667893.11,5982206.92,50011.66,1375.00,31.89,2.39,50004.52,1284.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.09,667777.62,5982420.03,326.44,2.86,197.79,667892.98,5982207.11,50011.69,1375.00,31.89,2.39,50004.61,1287.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.13,667777.56,5982420.13,326.44,2.86,197.79,667892.92,5982207.21,50011.62,1375.00,31.89,2.40,50004.48,1284.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.17,667777.49,5982420.22,326.44,2.86,197.79,667892.86,5982207.30,50011.60,1375.00,31.89,2.40,50004.48,1284.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.21,667777.43,5982420.32,326.44,2.86,197.79,667892.79,5982207.40,50011.71,1375.00,31.84,2.40,50004.43,1287.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.30,667777.28,5982420.54,326.44,2.86,197.73,667892.63,5982207.68,50011.82,1375.00,31.84,2.40,50004.57,1284.00,883758,883768,4.78,-3.34
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.33,667777.23,5982420.61,326.44,2.86,197.73,667892.58,5982207.75,50011.71,1375.00,31.84,2.41,50004.61,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.37,667777.17,5982420.70,326.44,2.86,197.73,667892.52,5982207.85,50011.73,1372.00,31.84,2.41,50004.61,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.41,667777.10,5982420.80,326.44,2.86,197.73,667892.46,5982207.94,50011.71,1375.00,31.84,2.41,50004.57,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.49,667776.97,5982420.99,326.44,2.86,197.73,667892.33,5982208.14,50011.87,1372.00,31.84,2.41,50004.68,1287.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.55,667776.89,5982421.13,326.46,2.86,197.72,667892.23,5982208.28,50011.89,1377.00,31.84,2.41,50004.71,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.59,667776.83,5982421.22,326.46,2.86,197.72,667892.17,5982208.37,50011.87,1375.00,31.84,2.41,50004.71,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.61,667776.78,5982421.28,326.46,2.86,197.72,667892.13,5982208.43,50011.84,1375.00,31.84,2.42,50004.71,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.66,667776.71,5982421.38,326.46,2.86,197.76,667892.06,5982208.48,50011.91,1377.00,31.84,2.42,50004.77,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.74,667776.58,5982421.57,326.46,2.86,197.77,667891.93,5982208.67,50011.84,1372.00,31.84,2.42,50004.84,1282.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.78,667776.52,5982421.67,326.46,2.86,197.77,667891.86,5982208.77,50012.05,1372.00,31.84,2.42,50004.84,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.83,667776.43,5982421.80,326.46,2.86,197.74,667891.87,5982208.98,50012.07,1372.00,31.84,2.46,50004.84,1284.00,883758,883768,1.85,0.40
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.86,667776.39,5982421.87,326.46,2.86,197.74,667891.83,5982209.05,50011.96,1372.00,31.84,2.46,50004.84,1284.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.94,667776.26,5982422.06,326.46,2.86,197.74,667891.70,5982209.24,50012.11,1372.00,31.84,2.43,50004.93,1284.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:15.98,667776.20,5982422.16,326.46,2.86,197.74,667891.63,5982209.34,50012.14,1372.00,31.84,2.43,50004.93,1284.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.02,667776.13,5982422.25,326.48,2.86,197.74,667891.57,5982209.44,50012.25,1372.00,31.84,2.43,50005.00,1282.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.06,667776.07,5982422.35,326.48,2.86,197.74,667891.51,5982209.53,50012.25,1372.00,31.84,2.43,50005.07,1282.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.10,667776.00,5982422.45,326.48,2.86,197.74,667891.44,5982209.63,50012.14,1375.00,31.84,2.45,50005.07,1282.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.18,667775.87,5982422.64,326.48,2.86,197.74,667891.31,5982209.83,50012.25,1372.00,31.84,2.45,50005.04,1282.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.23,667775.81,5982422.74,326.48,2.86,197.74,667891.25,5982209.92,50012.32,1372.00,31.84,2.46,50005.04,1282.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.27,667775.74,5982422.83,326.48,2.86,197.72,667891.18,5982210.04,50012.39,1372.00,31.84,2.46,50005.20,1282.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.33,667775.64,5982422.98,326.48,2.86,197.72,667891.09,5982210.19,50012.37,1372.00,31.84,2.46,50005.18,1282.00,883758,883768,3.37,-0.77
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.39,667775.55,5982423.12,326.48,2.86,197.72,667890.99,5982210.33,50012.34,1375.00,31.84,2.46,50005.25,1282.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.43,667775.48,5982423.22,326.48,2.86,197.72,667890.92,5982210.43,50012.43,1372.00,31.84,2.45,50005.27,1284.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.47,667775.41,5982423.32,326.48,2.86,197.72,667890.86,5982210.52,50012.46,1372.00,31.84,2.45,50005.27,1284.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.51,667775.35,5982423.42,326.48,2.86,197.72,667890.79,5982210.62,50012.57,1372.00,31.84,2.47,50005.29,1282.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.61,667775.19,5982423.65,326.50,2.86,197.70,667890.64,5982210.87,50012.52,1372.00,31.84,2.47,50005.38,1282.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.63,667775.16,5982423.71,326.50,2.86,197.70,667890.60,5982210.93,50012.50,1372.00,31.84,2.47,50005.38,1282.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.68,667775.09,5982423.81,326.50,2.86,197.70,667890.53,5982211.03,50012.47,1372.00,31.84,2.47,50005.38,1282.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.71,667775.03,5982423.90,326.50,2.86,197.70,667890.48,5982211.12,50012.66,1375.00,31.84,2.47,50005.38,1279.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.75,667774.97,5982424.00,326.50,2.86,197.70,667890.41,5982211.22,50012.73,1375.00,31.84,2.47,50005.45,1282.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.85,667774.82,5982424.21,326.50,2.86,197.71,667890.27,5982211.43,50012.75,1375.00,31.84,2.49,50005.58,1279.00,883758,883768,4.34,-1.81
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.88,667774.77,5982424.29,326.50,2.86,197.71,667890.22,5982211.51,50012.68,1375.00,31.84,2.49,50005.52,1284.00,883758,883768,0.13,1.19
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.92,667774.71,5982424.38,326.50,2.86,197.71,667890.16,5982211.60,50012.70,1372.00,31.79,2.49,50005.52,1284.00,883758,883768,0.13,1.19
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:16.96,667774.64,5982424.48,326.50,2.86,197.71,667890.09,5982211.70,50012.84,1375.00,31.79,2.49,50005.56,1282.00,883758,883768,0.13,1.19
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:30:17.04,667774.51,5982424.68,326.50,2.86,197.71,667889.96,5982211.90,50012.91,1372.00,31.79,2.49,50005.65,1284.00,883758,883768,0.13,1.19
